Signal Photons,Reflectivity,Channel,Ambiant Photons,Range,Raw Timestamp,Point:0,Point:1,Point:2,Point ID,Angle,Range(m)
0,0,0,0,0,0.0,0.0,0.0,0.0,7744,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7745,,0.0
125,16,2,220,6129,610686000000.0,-5.85649,-1.36272,1.1859,7746,6.549406429131702,6.01294278357112
52,12,3,821,18608,610686000000.0,-17.8982,-4.16089,2.93115,7747,6.54369596620005,18.375488261053093
972,122,4,228,5994,610686000000.0,-5.79595,-1.34363,0.727034,7748,6.525942475226993,5.9496536016309385
753,122,5,120,4455,610686000000.0,-4.32444,-1.00101,0.379262,7749,6.516566381029652,4.438783880039667
735,120,6,148,4442,610686000000.0,-4.32258,-0.999629,0.217478,7750,6.5105873259632325,4.436660455121736
765,122,7,118,4443,610686000000.0,-4.32876,-0.999472,0.0560647,7751,6.500622084553931,4.442646442874337
119,26,8,139,2326,610686000000.0,-2.26587,-0.522562,-0.0549979,7752,6.493334036345741,2.325346834505339
0,0,0,0,0,0.0,0.0,0.0,0.0,7753,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7754,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7755,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7756,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7757,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7758,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7759,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7760,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7761,,0.0
126,16,2,218,6126,610686000000.0,-5.86187,-1.32611,1.18532,7762,6.373624954538373,6.009998970798581
34,39,3,767,42878,610686000000.0,-41.3003,-9.33488,6.75668,7763,6.368121362335828,42.342115732499714
962,121,4,240,5985,610686000000.0,-5.79537,-1.30608,0.72594,7764,6.350173891070105,5.940720360638093
625,115,5,135,4450,610686000000.0,-4.32564,-0.973364,0.378835,7765,6.34079059321012,4.433801854627245
603,117,6,144,4088,610686000000.0,-3.98367,-0.895521,0.200098,7766,6.334683144866987,4.0830851730451325
834,132,7,113,4095,610686000000.0,-3.99529,-0.896673,0.0516614,7767,6.324716101246129,4.094675158425757
101,22,8,134,2329,610686000000.0,-2.27196,-0.509306,-0.0550692,7768,6.317564449667875,2.3283459457812534
0,0,0,0,0,0.0,0.0,0.0,0.0,7769,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7770,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7771,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7772,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7773,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7774,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7775,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7776,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7777,,0.0
98,13,2,236,6132,610686000000.0,-5.87564,-1.29138,1.18648,7778,6.197845503575578,6.015879629281157
39,44,3,751,42977,610686000000.0,-41.4523,-9.10226,6.77228,7779,6.192339713900658,42.43989057947252
984,122,4,242,5985,610686000000.0,-5.80327,-1.27049,0.72594,7780,6.174370841695098,5.940714395844998
646,116,5,138,4466,610686000000.0,-4.3471,-0.950209,0.380201,7781,6.165020784603159,4.449738818591603
775,127,6,144,4106,610686000000.0,-4.00665,-0.874897,0.200982,7782,6.158913791782912,4.101059495192553
720,124,7,120,4078,610686000000.0,-3.9841,-0.86852,0.0514463,7783,6.148940970080687,4.0776684269812815
125,27,8,136,2334,610686000000.0,-2.27992,-0.49642,-0.0551881,7784,6.141807446994314,2.3333383858326253
0,0,0,0,0,0.0,0.0,0.0,0.0,7785,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7786,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7787,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7788,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7789,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7790,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7791,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7792,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7793,,0.0
92,12,2,215,6122,610686000000.0,-5.87386,-1.25326,1.18454,7794,6.022079974230258,6.006071255587965
34,8,3,823,17933,610686000000.0,-17.3199,-3.69178,2.82475,7795,6.016332426323233,17.708985729803953
981,122,4,223,5989,610686000000.0,-5.81484,-1.23568,0.726426,7796,5.998574570263232,5.94468412011942
442,102,5,133,4453,610686000000.0,-4.34018,-0.920829,0.379091,7797,5.989233217155307,4.436788081443715
815,130,6,143,4097,610686000000.0,-4.00315,-0.848432,0.20054,7798,5.983128282398086,4.092071209195167
707,123,7,121,4081,610686000000.0,-3.99229,-0.844678,0.0514842,7799,5.973153988226984,4.0806691078527795
102,22,8,140,2330,610686000000.0,-2.27901,-0.481594,-0.055093,7800,5.966020999548327,2.329338824846227
0,0,0,0,0,0.0,0.0,0.0,0.0,7801,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7802,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7803,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7804,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7805,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7806,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7807,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7808,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7809,,0.0
109,14,2,234,6108,610686000000.0,-5.86799,-1.21441,1.18183,7810,5.846290862047676,5.992336630080123
126,26,3,1035,17712,610686000000.0,-17.1285,-3.54124,2.78992,7811,5.840534306274374,17.49073734831096
710,107,4,398,5892,610686000000.0,-5.72802,-1.18054,0.714637,7812,5.822774712889537,5.848408998351603
299,71,5,131,4432,610686000000.0,-4.32525,-0.889963,0.377298,7813,5.813451501940878,4.415860245056335
689,121,6,142,4073,610686000000.0,-3.9848,-0.819026,0.199362,7814,5.807339949073569,4.0680996335729045
761,126,7,90,4084,610686000000.0,-4.00034,-0.820769,0.0515222,7815,5.797368917838573,4.08367259546612
89,19,8,144,2313,610686000000.0,-2.26528,-0.464188,-0.0546889,7816,5.790203741631925,2.312350314667741
73,13,9,91,929,610686000000.0,-0.908566,-0.185587,-0.0553327,7817,5.772315843264472,0.9273266473713564
0,0,0,0,0,0.0,0.0,0.0,0.0,7818,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7819,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7820,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7821,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7822,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7823,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7824,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7825,,0.0
99,13,2,244,6108,610686000000.0,-5.87533,-1.17838,1.18183,7826,5.670501992881777,5.992335273772655
102,31,3,1227,22663,610686000000.0,-21.9437,-4.39662,3.57031,7827,5.664857361092145,22.379817629158644
171,31,4,342,5019,610686000000.0,-4.88541,-0.975636,0.608532,7828,5.646812601707642,4.981876802229858
458,103,5,135,4500,610686000000.0,-4.39708,-0.876658,0.383103,7829,5.637686324946551,4.483619271901217
731,124,6,113,4078,610686000000.0,-3.99465,-0.795536,0.199607,7830,5.631558292945555,4.073095401509275
753,126,7,111,4083,610686000000.0,-4.00432,-0.796013,0.0515095,7831,5.621588046550765,4.082672575479082
103,22,8,135,2310,610686000000.0,-2.26514,-0.449695,-0.0546176,7832,5.6144226489560936,2.3093472698199813
68,13,9,119,966,610686000000.0,-0.945916,-0.187186,-0.0575657,7833,5.5967821717621975,0.9642591340775569
0,0,0,0,0,0.0,0.0,0.0,0.0,7834,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7835,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7836,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7837,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7838,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7839,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7840,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7841,,0.0
97,12,2,227,6108,610686000000.0,-5.88245,-1.14231,1.18183,7842,5.494732435426897,5.992335950078234
95,29,3,1193,22605,610686000000.0,-21.9141,-4.25098,3.56117,7843,5.489053108927302,22.322603113669338
173,37,4,295,4791,610686000000.0,-4.66911,-0.902674,0.580821,7844,5.4709708647073105,4.755566059090757
662,117,5,144,4499,610686000000.0,-4.40139,-0.849472,0.383018,7845,5.461910313301423,4.4826149300251075
673,120,6,129,4071,610686000000.0,-3.99259,-0.769686,0.199264,7846,5.4557724040702755,4.066102734400103
753,126,7,119,4083,610686000000.0,-4.00913,-0.771428,0.0515095,7847,5.445805499090655,4.082673696988776
107,23,8,143,2341,610686000000.0,-2.29829,-0.441639,-0.0553545,7848,5.43867835150559,2.340337994910351
0,0,0,0,0,0.0,0.0,0.0,0.0,7849,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7850,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7851,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7852,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7853,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7854,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7855,,0.0
296,46,0,296,11016,610687000000.0,-10.4344,-1.96892,2.93084,7856,5.342894387675045,10.618538003246963
233,31,1,249,10879,610687000000.0,-10.4049,-1.95791,2.5001,7857,5.328420692298705,10.587509413365355
106,13,2,197,6107,610687000000.0,-5.88839,-1.10601,1.18164,7858,5.318930246616034,5.991360021914891
120,13,3,724,10656,610687000000.0,-10.3425,-1.94038,1.67772,7859,5.312934901634536,10.522945442907133
183,39,4,230,4764,610687000000.0,-4.64822,-0.869081,0.577539,7860,5.295178202439294,4.728768439346656
470,103,5,135,4665,610687000000.0,-4.56911,-0.852804,0.397188,7861,5.286176831788762,4.648014721848028
673,120,6,147,4069,610687000000.0,-3.99527,-0.744808,0.199166,7862,5.280000541765549,4.064101540287103
703,123,7,117,4072,610687000000.0,-4.00297,-0.744802,0.0513703,7863,5.27003038330054,4.071670276447247
116,25,8,109,2327,610687000000.0,-2.2872,-0.424971,-0.0550217,7864,5.262877658339728,2.3263456731193237
0,0,0,0,0,0.0,0.0,0.0,0.0,7865,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7866,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7867,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7868,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7869,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7870,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7871,,0.0
90,12,0,671,10932,610687000000.0,-10.3666,-1.89033,2.90846,7872,5.167117606019653,10.537539706634561
130,16,1,522,10835,610687000000.0,-10.3746,-1.88637,2.48997,7873,5.152634642967146,10.544700893666922
101,13,2,217,6114,610687000000.0,-5.90182,-1.07108,1.18299,7874,5.143127711045943,5.998224043731611
224,26,3,616,10678,610687000000.0,-10.3756,-1.88076,1.68119,7875,5.137153189601696,10.544682713936915
170,36,4,215,4772,610687000000.0,-4.66128,-0.841956,0.578512,7876,5.119401192917197,4.736709949356832
829,124,5,147,4791,610687000000.0,-4.6978,-0.847034,0.407944,7877,5.110433094567521,4.773551239607259
666,120,6,133,4075,610687000000.0,-4.00567,-0.721341,0.19946,7878,5.104206364819819,4.070101348514679
694,122,7,143,4078,610687000000.0,-4.01337,-0.721287,0.0514463,7879,5.094245462009887,4.077670130511907
93,20,8,126,2366,610687000000.0,-2.32814,-0.417819,-0.0559487,7880,5.087132164154969,2.3653347704629466
0,0,0,0,0,0.0,0.0,0.0,0.0,7881,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7882,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7883,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7884,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7885,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7886,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7887,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7888,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7889,,0.0
117,15,2,236,6104,610687000000.0,-5.89862,-1.03316,1.18105,7890,4.967370865757942,5.988416943566973
89,18,3,1116,17616,610687000000.0,-17.1357,-2.99783,2.77478,7891,4.96163442024605,17.395953529453337
191,41,4,215,4756,610687000000.0,-4.65071,-0.810611,0.576567,7892,4.943616460922693,4.7208255313473515
865,127,5,161,4775,610687000000.0,-4.68721,-0.81546,0.406578,7893,4.9346419322186525,4.757616272430974
687,121,6,136,4079,610687000000.0,-4.01395,-0.697434,0.199657,7894,4.928440199420427,4.074089933574859
718,123,7,125,4082,610687000000.0,-4.02166,-0.697332,0.0514969,7895,4.9184712210573425,4.081668907913036
92,20,8,146,2370,610687000000.0,-2.3346,-0.404209,-0.0560438,7896,4.911361351328323,2.369333677572874
0,0,0,0,0,0.0,0.0,0.0,0.0,7897,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7898,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7899,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7900,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7901,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7902,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7903,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7904,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7905,,0.0
89,11,2,243,6078,610687000000.0,-5.87969,-0.992698,1.17601,7906,4.791581627552412,5.962902297984095
83,23,3,1183,21240,610687000000.0,-20.6826,-3.48775,3.34601,7907,4.78592696335018,20.97461186345292
155,32,4,235,4713,610687000000.0,-4.61351,-0.774987,0.571341,7908,4.767818563585339,4.678149139378628
614,112,5,154,4731,610687000000.0,-4.64889,-0.779434,0.402822,7909,4.75885104323762,4.713777210736205
695,121,6,132,4080,610687000000.0,-4.01914,-0.672956,0.199706,7910,4.752652972752137,4.0750897066857314
717,123,7,141,4079,610687000000.0,-4.02291,-0.672148,0.0514589,7911,4.742682794665021,4.078674760507879
78,17,8,156,2367,610687000000.0,-2.33408,-0.389383,-0.0559725,7912,4.735575556128761,2.366336528706135
0,0,0,0,0,0.0,0.0,0.0,0.0,7913,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7914,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7915,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7916,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7917,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7918,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7919,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7920,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7921,,0.0
94,12,2,214,6086,610687000000.0,-5.89342,-0.957862,1.17756,7922,4.615801506343867,5.970753629772711
89,17,3,1231,16499,610687000000.0,-16.0824,-2.61057,2.59872,7923,4.61004890003339,16.292902303914424
137,28,4,251,4694,610687000000.0,-4.59956,-0.743653,0.569031,7924,4.59202980902228,4.659288784568843
527,106,5,129,4731,610687000000.0,-4.65358,-0.750894,0.402822,7925,4.5830729893669435,4.713772227806091
651,119,6,164,4073,610687000000.0,-4.01629,-0.64717,0.199362,7926,4.57687210663875,4.068097143997424
709,123,7,136,4080,610687000000.0,-4.02794,-0.64761,0.0514716,7927,4.566908191363687,4.079669025264182
114,25,8,145,2385,610687000000.0,-2.35419,-0.377908,-0.0564003,7928,4.559821560542176,2.3843290487187376
0,0,0,0,0,0.0,0.0,0.0,0.0,7929,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7930,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7931,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7932,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7933,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7934,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7935,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7936,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7937,,0.0
107,14,2,239,6114,610687000000.0,-5.92633,-0.925924,1.18299,7938,4.440022558030631,5.998226614815082
182,34,3,1002,16488,610687000000.0,-16.0874,-2.51016,2.59698,7939,4.434251751339289,16.282055827984376
132,27,4,204,4710,610687000000.0,-4.61973,-0.717856,0.570976,7940,4.41625311978943,4.675170853523537
391,92,5,103,4764,610687000000.0,-4.69059,-0.727366,0.405639,7941,4.407302164548984,4.746651013720727
635,118,6,142,4073,610687000000.0,-4.02019,-0.622514,0.199362,7942,4.401083589042508,4.068101684606225
726,124,7,123,4086,610687000000.0,-4.03777,-0.623799,0.0515475,7943,4.391124862450706,4.085671519505821
92,20,8,143,2369,610687000000.0,-2.34065,-0.361016,-0.05602,7944,4.384032456351922,2.368327463581842
0,0,0,0,0,0.0,0.0,0.0,0.0,7945,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7946,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7947,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7948,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7949,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7950,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7951,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7952,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7953,,0.0
140,18,2,223,6123,610687000000.0,-5.94063,-0.890853,1.18474,7954,4.264243823812992,6.007054508201919
109,20,3,1138,16597,610687000000.0,-16.2089,-2.42735,2.61417,7955,4.25849438276574,16.3896451222258
161,34,4,241,4734,610687000000.0,-4.64761,-0.693011,0.573893,7956,4.240479396884388,4.698993824024565
405,97,5,108,4770,610687000000.0,-4.70088,-0.699451,0.406152,7957,4.231517753269483,4.7526313212578355
628,118,6,156,4072,610687000000.0,-4.02295,-0.597688,0.199313,7958,4.22529768953746,4.067106790808916
740,125,7,129,4085,610687000000.0,-4.04053,-0.598865,0.0515348,7959,4.2153435824928165,4.08466913826873
68,15,8,154,2355,610687000000.0,-2.32898,-0.344597,-0.0556872,7960,4.208223550859812,2.3543353484176803
83,15,9,98,955,610687000000.0,-0.943099,-0.138944,-0.0569018,7961,4.190464424876409,0.9532791610735021
0,0,0,0,0,0.0,0.0,0.0,0.0,7962,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7963,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7964,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7965,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7966,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7967,,0.0
152,25,0,463,5820,610687000000.0,-5.55251,-0.80247,1.5469,7968,4.111832290706014,5.610198338829029
107,16,1,385,5760,610687000000.0,-5.54857,-0.79904,1.32239,7969,4.0973639407314115,5.605808948448029
398,63,2,239,6024,610687000000.0,-5.84985,-0.840567,1.16554,7970,4.088440706404701,5.9099321403878236
100,14,3,530,5700,610687000000.0,-5.57185,-0.799323,0.896538,7971,4.081901362235716,5.628892402669375
277,58,4,228,4831,610687000000.0,-4.74709,-0.678101,0.585682,7972,4.064727588873981,4.795277305255766
384,84,5,118,4802,610687000000.0,-4.73665,-0.675094,0.408883,7973,4.055743394307412,4.7845172307492
649,119,6,131,4075,610687000000.0,-4.0295,-0.573415,0.19946,7974,4.049527719241982,4.07009520923344
685,121,7,127,4080,610687000000.0,-4.03918,-0.573359,0.0514716,7975,4.039561891728383,4.079671018021061
83,18,8,101,2385,610687000000.0,-2.36075,-0.334511,-0.0564003,7976,4.032472675311223,2.384331808205603
0,0,0,0,0,0.0,0.0,0.0,0.0,7977,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7978,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7979,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7980,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7981,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7982,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7983,,0.0
923,134,0,208,5041,610687000000.0,-4.81355,-0.665512,1.33942,7984,3.9358494304703733,4.859338414295098
812,125,1,153,4998,610687000000.0,-4.81875,-0.663752,1.14708,7985,3.9213873246931494,4.864248994449605
812,125,2,164,4962,610687000000.0,-4.82275,-0.662764,0.959649,7986,3.9124154085760106,4.868077000438264
832,125,3,170,4932,610687000000.0,-4.8253,-0.662,0.775483,7987,3.9059214394816153,4.8704993676213535
313,68,4,205,4824,610687000000.0,-4.74427,-0.64802,0.584832,7988,3.888950224771653,4.78832201854679
903,128,5,130,4888,610687000000.0,-4.8256,-0.657592,0.416225,7989,3.8799931054650276,4.87019944134365
639,118,6,146,4075,610687000000.0,-4.03295,-0.54868,0.19946,7990,3.8737417863600156,4.070102633214548
673,121,7,118,4080,610687000000.0,-4.04262,-0.548564,0.0514716,7991,3.863780718993841,4.079668972661385
99,22,8,127,2378,610687000000.0,-2.35582,-0.319079,-0.0562339,7992,3.856683093550901,2.3773302842981243
0,0,0,0,0,0.0,0.0,0.0,0.0,7993,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7994,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7995,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7996,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7997,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7998,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,7999,,0.0
921,134,0,208,5022,610687000000.0,-4.79939,-0.633567,1.33435,8000,3.760063954712299,4.841027939971943
869,129,1,160,5007,610687000000.0,-4.83142,-0.635315,1.14915,8001,3.7456080974283403,4.873011837213716
892,132,2,117,4970,610687000000.0,-4.83451,-0.63418,0.9612,8002,3.7366295364633437,4.875927728391798
889,129,3,164,4934,610687000000.0,-4.83123,-0.632637,0.775799,8003,3.730142732383711,4.872475026787618
535,106,4,193,4860,610687000000.0,-4.78359,-0.623517,0.589207,8004,3.71317467458268,4.824055009780569
926,130,5,145,4895,610687000000.0,-4.83646,-0.62887,0.416822,8005,3.7042144606752583,4.877173649615113
633,118,6,127,4073,610687000000.0,-4.03426,-0.523666,0.199362,8006,3.69795461237192,4.068105188801784
691,122,7,117,4085,610687000000.0,-4.05087,-0.524391,0.0515348,8007,3.6880013814027883,4.084670571512591
104,22,8,112,2384,610687000000.0,-2.36368,-0.305387,-0.0563765,8008,3.6809108984767085,2.3833263230554476
0,0,0,0,0,0.0,0.0,0.0,0.0,8009,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8010,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8011,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8012,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8013,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8014,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8015,,0.0
955,136,0,203,5024,610687000000.0,-4.8051,-0.604347,1.33489,8016,3.5842818051844034,4.842955843945823
916,132,1,174,5007,610687000000.0,-4.83523,-0.605658,1.14915,8017,3.5698248256554903,4.8730145460345184
867,129,2,159,4973,610687000000.0,-4.84123,-0.604869,0.961781,8018,3.5608490826601735,4.878870199140474
926,132,3,159,4945,610687000000.0,-4.8458,-0.604326,0.777533,8019,3.554364378130798,4.883337747307266
927,131,4,190,4892,610687000000.0,-4.81885,-0.598068,0.593096,8020,3.5374041470642816,4.8558213162269475
932,130,5,144,4901,610687000000.0,-4.84616,-0.599917,0.417334,8021,3.528435644156312,4.883151354657052
588,116,6,135,4077,610687000000.0,-4.04136,-0.499393,0.199558,8022,3.522179847043767,4.072098232858461
667,120,7,111,4086,610687000000.0,-4.05501,-0.499647,0.0515475,8023,3.5122096290589893,4.085676593259556
82,18,8,133,2386,610687000000.0,-2.3675,-0.291122,-0.0564241,8024,3.5051204760759958,2.3853318991041896
0,0,0,0,0,0.0,0.0,0.0,0.0,8025,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8026,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8027,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8028,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8029,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8030,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8031,,0.0
944,135,0,191,5035,610688000000.0,-4.81925,-0.576111,1.33782,8032,3.4084996839194153,4.853563067151905
889,131,1,177,4994,610688000000.0,-4.82629,-0.574482,1.14615,8033,3.3940405187689997,4.860360555804888
902,132,2,153,4968,610688000000.0,-4.83998,-0.574574,0.960812,8034,3.3850665811881724,4.873965703805885
883,129,3,175,4940,610688000000.0,-4.84451,-0.574,0.776744,8035,3.3785833196959536,4.878396574705668
914,130,4,194,4902,610688000000.0,-4.83229,-0.569651,0.594312,8036,3.361621168531928,4.865750600462482
913,129,5,143,4901,610688000000.0,-4.84975,-0.57017,0.417334,8037,3.3526529246474603,4.883151532709179
631,118,6,158,4086,610688000000.0,-4.05327,-0.475634,0.2,8038,3.346404029103519,4.081081400175204
673,121,7,119,4081,610688000000.0,-4.05303,-0.474176,0.0514842,8039,3.336434431549557,4.080673358635312
78,17,8,133,2384,610688000000.0,-2.36725,-0.276358,-0.0563765,8040,3.3293476408144165,2.3833267309926267
0,0,0,0,0,0.0,0.0,0.0,0.0,8041,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8042,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8043,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8044,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8045,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8046,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,8047,,0.0
959,136,0,208,5034,610688000000.0,-4.82173,-0.546421,1.33755,8048,3.2327212387146624,4.852592719582079
885,131,1,163,4997,610688000000.0,-4.83262,-0.545185,1.14685,8049,3.218263231829326,4.863274899553284
884,131,2,149,4964,610688000000.0,-4.83952,-0.544427,0.960036,8050,3.209282298874019,4.870046672130464
889,129,3,149,4937,610688000000.0,-4.845,-0.543933,0.776272,8051,3.202798069244705,4.875437222289812
908,129,4,167,4919,610688000000.0,-4.85246,-0.541863,0.596378,8052,3.1858452767390752,4.882620563014189
937,131,5,142,4908,610688000000.0,-4.86009,-0.541174,0.417932,8053,3.176873240642243,4.890127207586321
609,117,6,134,4094,610688000000.0,-4.06406,-0.451638,0.200393,8054,3.1706235214072165,4.089078205004643
677,121,7,131,4079,610688000000.0,-4.05387,-0.449078,0.0514589,8055,3.160657729827892,4.078668045696291
