Signal Photons,Reflectivity,Channel,Ambiant Photons,Range,Raw Timestamp,Point:0,Point:1,Point:2,Point ID,Angle,Range(m)
0,0,0,0,0,0.0,0.0,0.0,0.0,303,,0.0
256,33,0,89,7815,610640000000.0,7.52005,-0.443776,2.07826,304,-1.6886216039811324,7.533132757404187
847,112,1,133,8179,610640000000.0,7.94586,-0.472919,1.87892,305,-1.7030463504974156,7.9599210749957185
745,118,2,122,5196,610640000000.0,5.08854,-0.304547,1.00502,306,-1.712521486619969,5.097645359066184
811,120,3,127,5203,610640000000.0,5.12886,-0.308124,0.818199,307,-1.718999108393521,5.138107170834022
826,122,4,166,5175,610640000000.0,5.1273,-0.311077,0.627492,308,-1.7359602950146333,5.136727965342237
392,93,5,180,4679,610640000000.0,4.65332,-0.283805,0.398383,309,-1.7450671229200365,4.6619665700672925
91,22,6,80,4033,610640000000.0,4.02063,-0.246091,0.197398,310,-1.7512687739183208,4.028154214672149
681,121,7,105,4102,610640000000.0,4.09392,-0.252004,0.0517499,311,-1.7612178941510481,4.10166880457406
53,10,8,98,1799,610640000000.0,1.79506,-0.110997,-0.0424716,312,-1.7691811784211644,1.798488459125885
0,0,0,0,0,0.0,0.0,0.0,0.0,313,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,314,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,315,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,316,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,317,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,318,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,319,,0.0
243,31,0,97,7812,610641000000.0,7.5143,-0.489722,2.07746,320,-1.8644037914814156,7.530241173248305
871,114,1,105,8196,610641000000.0,7.95932,-0.522749,1.88283,321,-1.878826149879206,7.976467976454303
755,118,2,82,5208,610641000000.0,5.09832,-0.336539,1.00734,322,-1.8883015565876937,5.109415359991885
809,120,3,118,5205,610641000000.0,5.12884,-0.339719,0.818515,323,-1.8947826284912812,5.140078671047847
822,119,4,150,5185,610641000000.0,5.13519,-0.343193,0.628708,324,-1.9117416504341795,5.1466452929407325
826,121,5,106,5171,610641000000.0,5.14059,-0.345172,0.440383,325,-1.9207188933831871,5.152165492070689
88,21,6,72,4040,610641000000.0,4.02602,-0.271226,0.197742,326,-1.9270469845206666,4.0351456706637
694,122,7,100,4122,610641000000.0,4.11225,-0.278469,0.052003,327,-1.9369903931929795,4.121667750615156
58,11,8,111,1892,610641000000.0,1.88711,-0.128305,-0.0446821,328,-1.9447829514235062,1.89146671266639
0,0,0,0,0,0.0,0.0,0.0,0.0,329,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,330,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,331,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,332,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,333,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,334,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,335,,0.0
380,53,0,101,7769,610641000000.0,7.46982,-0.532872,2.06601,336,-2.04018863360443,7.488802534503364
833,111,1,106,8199,610641000000.0,7.95887,-0.571786,1.88352,337,-2.054609187091818,7.9793828650275955
658,112,2,106,5218,610641000000.0,5.10594,-0.368521,1.00928,338,-2.064081089635765,5.119221719269542
780,118,3,142,5212,610641000000.0,5.13356,-0.371681,0.819618,339,-2.0705570694609907,5.146997672367941
806,118,4,159,5199,610641000000.0,5.14685,-0.375706,0.630409,340,-2.087515157113879,5.160544537249533
583,110,5,184,4680,610641000000.0,4.65048,-0.34096,0.398469,341,-2.0966306244799555,4.662962357986605
65,15,6,86,4080,610641000000.0,4.06412,-0.298852,0.199706,342,-2.1028162477388475,4.07509311455628
664,120,7,101,4120,610641000000.0,4.10847,-0.303549,0.0519777,343,-2.1127735127966663,4.119668401255251
49,9,8,85,1799,610641000000.0,1.79357,-0.133016,-0.0424716,344,-2.1207225715678253,1.7984956494681883
0,0,0,0,0,0.0,0.0,0.0,0.0,345,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,346,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,347,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,348,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,349,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,350,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,351,,0.0
340,46,0,90,7777,610641000000.0,7.47409,-0.579291,2.06814,352,-2.215969147097736,7.496505812095459
854,113,1,95,8206,610641000000.0,7.96201,-0.621139,1.88513,353,-2.2303858044388405,7.986201656446011
540,105,2,74,5196,610641000000.0,5.08207,-0.398159,1.00502,354,-2.2398674010767263,5.097643188197954
792,119,3,139,5216,610641000000.0,5.13512,-0.403482,0.820249,355,-2.2463366808130205,5.150947013775622
824,119,4,188,5211,610641000000.0,5.15632,-0.408219,0.631868,356,-2.263294692716706,5.1724538368516155
799,119,5,111,5151,610641000000.0,5.1161,-0.406651,0.438676,357,-2.2722879018338173,5.132235794057109
63,15,6,79,4106,610641000000.0,4.0881,-0.325845,0.200982,358,-2.2785838661076285,4.101065297459308
592,106,7,112,5059,610641000000.0,5.04247,-0.403628,0.0638591,359,-2.288261277366903,5.058598547353209
51,9,8,79,1836,610641000000.0,1.82959,-0.146977,-0.043351,360,-2.2964479626093945,1.8354840796446588
0,0,0,0,0,0.0,0.0,0.0,0.0,361,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,362,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,363,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,364,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,365,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,366,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,367,,0.0
240,30,0,96,7776,610641000000.0,7.46944,-0.62506,2.06787,368,-2.3917490797590375,7.495547606225979
861,113,1,122,8217,610641000000.0,7.96871,-0.670879,1.88766,369,-2.406167651771215,7.996900505617223
429,94,2,88,5190,610641000000.0,5.07366,-0.428839,1.00385,370,-2.4156528808315034,5.091751042963609
835,121,3,134,5217,610641000000.0,5.13353,-0.435067,0.820406,371,-2.422122553576147,5.1519329921291686
842,120,4,152,5210,610641000000.0,5.15273,-0.439766,0.631746,372,-2.4390783413434214,5.171462132478203
476,102,5,247,4815,610641000000.0,4.77996,-0.409477,0.409993,373,-2.4481548597281426,4.797466937366948
80,19,6,62,4125,610641000000.0,4.10493,-0.352546,0.201915,374,-2.454360127034201,4.120041138995581
564,104,7,72,5070,610641000000.0,5.05085,-0.435505,0.0639983,375,-2.464044205409467,5.0695907455656615
57,10,8,85,1917,610641000000.0,1.90933,-0.16517,-0.0452763,376,-2.472082553449222,1.9164608469259161
0,0,0,0,0,0.0,0.0,0.0,0.0,377,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,378,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,379,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,380,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,381,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,382,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,383,,0.0
325,44,0,117,7808,610641000000.0,7.49618,-0.67364,2.0764,384,-2.567529860442659,7.526387276907825
883,115,1,98,8230,610641000000.0,7.97704,-0.7209,1.89065,385,-2.581949542201676,8.009548300097828
413,90,2,97,5201,610641000000.0,5.08168,-0.460937,1.00598,386,-2.5914334777125454,5.102541968506384
740,116,3,135,5202,610641000000.0,5.11601,-0.465217,0.818042,387,-2.5979096816012732,5.13711837290022
818,119,4,154,5208,610641000000.0,5.14796,-0.471193,0.631503,388,-2.614856618840183,5.1694791811989145
631,109,5,217,4999,610641000000.0,4.95992,-0.455558,0.4257,389,-2.6238852851250636,4.980797074541785
92,22,6,62,4138,610641000000.0,4.11562,-0.378916,0.202553,390,-2.6301329383289462,4.133026169703744
768,117,7,82,5160,610641000000.0,5.1377,-0.474765,0.0651371,391,-2.6397995911933507,5.159589430877713
47,8,8,92,1864,610641000000.0,1.85552,-0.171998,-0.0440166,392,-2.6479581735471696,1.8634746530081916
0,0,0,0,0,0.0,0.0,0.0,0.0,393,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,394,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,395,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,396,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,397,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,398,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,399,,0.0
361,50,0,99,7809,610641000000.0,7.49287,-0.719715,2.07666,400,-2.7433086202128916,7.527356143967482
821,110,1,92,8244,610641000000.0,7.98603,-0.771142,1.89387,401,-2.7577295850216625,8.023174879376867
222,42,2,74,5220,610641000000.0,5.09731,-0.493906,1.00967,402,-2.767210732419406,5.121182712317146
726,116,3,151,5204,610641000000.0,5.11503,-0.49679,0.818357,403,-2.7736859181231535,5.139098384444493
698,112,4,239,5226,610641000000.0,5.16275,-0.504508,0.633691,404,-2.790633963333253,5.187341890078579
626,109,5,181,5164,610641000000.0,5.12064,-0.502016,0.439785,405,-2.7996279452982127,5.145189410882363
80,19,6,75,4144,610641000000.0,4.11918,-0.404748,0.202848,406,-2.80591622927427,4.139017373230511
710,114,7,123,5169,610641000000.0,5.14364,-0.507163,0.065251,407,-2.815581672414895,5.16858266434513
48,9,8,68,1809,610641000000.0,1.79971,-0.177975,-0.0427093,408,-2.8238352598055085,1.8084886465568424
0,0,0,0,0,0.0,0.0,0.0,0.0,409,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,410,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,411,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,412,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,413,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,414,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,415,,0.0
549,89,0,109,7812,610641000000.0,7.49119,-0.765971,2.07746,416,-2.919089779873204,7.530248282025035
811,110,1,98,8253,610641000000.0,7.98986,-0.821024,1.89594,417,-2.93351058840366,8.03193272059571
114,20,2,81,5184,610641000000.0,5.05906,-0.521553,1.00269,418,-2.9429962848513878,5.085873141891075
603,97,3,122,6435,610641000000.0,6.32106,-0.653042,1.01239,419,-2.949210735343761,6.354704035387014
732,105,4,152,6315,610641000000.0,6.2347,-0.647856,0.766048,420,-2.9661951395753494,6.268269417210464
340,84,5,146,4440,610641000000.0,4.39999,-0.458671,0.377981,421,-2.975613133238301,4.423832172036028
126,30,6,95,4179,610641000000.0,4.15139,-0.433645,0.204566,422,-2.981681654782773,4.173977349977477
633,102,7,98,5808,610641000000.0,5.77591,-0.605284,0.0733365,423,-2.9912253669406788,5.807538639454411
40,7,8,78,1898,610641000000.0,1.88707,-0.198303,-0.0448247,424,-2.9994587095889096,1.8974607412826754
0,0,0,0,0,0.0,0.0,0.0,0.0,425,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,426,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,427,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,428,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,429,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,430,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,431,,0.0
620,101,0,120,7836,610641000000.0,7.50935,-0.814415,2.08385,432,-3.0948665331166643,7.553383957851276
651,101,1,112,8278,610641000000.0,8.00886,-0.872668,1.90169,433,-3.109288260258016,8.056263894499981
191,39,2,97,5162,610641000000.0,5.03431,-0.550241,0.998424,434,-3.1187828873846772,5.064290901417591
706,104,3,106,6429,610641000000.0,6.31105,-0.691171,1.01145,435,-3.124993785651851,6.348784880096426
691,103,4,124,6307,610641000000.0,6.22272,-0.68523,0.765076,436,-3.1419734050000563,6.260334204441485
646,100,5,105,6180,610641000000.0,6.12028,-0.675896,0.526516,437,-3.150974818532281,6.157488341947226
382,101,6,90,4128,610641000000.0,4.09802,-0.453509,0.202062,438,-3.15748213414664,4.1230375129849355
76,10,7,60,5412,610641000000.0,5.37853,-0.597043,0.0683258,439,-3.1670892478077053,5.411565882879834
43,8,8,60,1874,610641000000.0,1.86198,-0.207227,-0.0442543,440,-3.1752681831389955,1.8734760606767837
0,0,0,0,0,0.0,0.0,0.0,0.0,441,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,442,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,443,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,444,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,445,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,446,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,447,,0.0
619,101,0,130,7869,610641000000.0,7.53581,-0.864099,2.09264,448,-3.270646122434142,7.585189479367077
384,49,1,94,8177,610641000000.0,7.90571,-0.910549,1.87846,449,-3.2850776986502956,7.957973993768829
331,67,2,102,5208,610641000000.0,5.07566,-0.586296,1.00734,450,-3.2945533660616007,5.109409695377344
687,103,3,118,6426,610641000000.0,6.30374,-0.729541,1.01097,451,-3.3007776044987436,6.345815003471265
670,102,4,128,6294,610641000000.0,6.20558,-0.721909,0.763496,452,-3.317760093243248,6.247429530669474
652,100,5,99,6165,610641000000.0,6.10117,-0.711705,0.525235,453,-3.3267577727007516,6.142540140359279
160,40,6,91,4189,610641000000.0,4.15567,-0.485715,0.205057,454,-3.333243831680221,4.183958915922215
510,101,7,62,5073,610641000000.0,5.0381,-0.590583,0.0640363,455,-3.3429453900785915,5.072596957169868
51,9,8,66,1897,610641000000.0,1.88351,-0.221329,-0.044801,456,-3.3510115920451935,1.8964694688660295
0,0,0,0,0,0.0,0.0,0.0,0.0,457,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,458,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,459,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,460,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,461,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,462,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,463,,0.0
767,109,0,147,7884,610641000000.0,7.54472,-0.912056,2.09664,464,-3.4464244251855796,7.599647756675042
338,42,1,94,8139,610641000000.0,7.86326,-0.954585,1.86971,465,-3.4608648291519035,7.92099049045162
498,77,2,90,6416,610641000000.0,6.24837,-0.76058,1.24154,466,-3.4700799953756967,6.29449041569689
617,100,3,116,6408,610641000000.0,6.28151,-0.766055,1.00814,467,-3.4765560061282743,6.328049315794323
691,103,4,164,6297,610641000000.0,6.20399,-0.760334,0.76386,468,-3.493539281435778,6.250407963617735
675,102,5,119,6147,610641000000.0,6.07889,-0.746941,0.523699,469,-3.502540269756792,6.124608109061429
239,57,6,95,4308,610641000000.0,4.27058,-0.525721,0.210899,470,-3.5089853854958952,4.302817229007177
711,114,7,93,5030,610641000000.0,4.9917,-0.616219,0.0634922,471,-3.5187427979885237,5.029591906503051
52,10,8,64,1927,610641000000.0,1.91188,-0.236561,-0.045514,472,-3.526739834182195,1.926459509338569
0,0,0,0,0,0.0,0.0,0.0,0.0,473,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,474,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,475,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,476,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,477,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,478,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,479,,0.0
620,101,0,133,7880,610641000000.0,7.53515,-0.957846,2.09557,480,-3.6222083386662622,7.595785310434728
826,111,1,113,8329,610641000000.0,8.04067,-1.02622,1.91343,481,-3.6366312617472367,8.105893012944348
543,88,2,257,6462,610641000000.0,6.28835,-0.804631,1.25046,482,-3.645852972458368,6.339619607568029
684,103,3,101,6402,610641000000.0,6.27081,-0.80383,1.00719,483,-3.652340416245382,6.322119954967637
662,102,4,186,6293,610641000000.0,6.19527,-0.797879,0.763374,484,-3.66931826156004,6.24643748640303
644,101,5,98,6141,610641000000.0,6.06826,-0.783461,0.523187,485,-3.6783243794551783,6.118626526118505
391,97,6,108,4452,610641000000.0,4.40991,-0.570355,0.217969,486,-3.6847157005623403,4.446640421051043
790,118,7,105,5049,610641000000.0,5.00667,-0.649278,0.0637326,487,-3.6945140726368453,5.04859449849005
45,8,8,100,1939,610641000000.0,1.92229,-0.249833,-0.0457993,488,-3.702507860577618,1.9384569564447387
0,0,0,0,0,0.0,0.0,0.0,0.0,489,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,490,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,491,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,492,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,493,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,494,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,495,,0.0
609,100,0,138,7907,610642000000.0,7.55493,-1.0075,2.10277,496,-3.7979774075266355,7.621812353692525
845,112,1,114,8337,610642000000.0,8.04194,-1.07657,1.91527,497,-3.812410665073686,8.113679925194239
851,110,2,93,8289,610642000000.0,8.05972,-1.08152,1.60467,498,-3.8213837117691285,8.131959910673443
569,88,3,109,6373,610642000000.0,6.23738,-0.838478,1.00262,499,-3.8281270335913873,6.293485093402859
504,74,4,166,6184,610642000000.0,6.08304,-0.821404,0.750126,500,-3.8451193151333984,6.1382473209228055
588,94,5,92,6085,610642000000.0,6.00805,-0.813199,0.518406,501,-3.85411488948852,6.062834107585412
591,112,6,139,4476,610642000000.0,4.43009,-0.600623,0.219147,502,-3.860486378682591,4.470620247373847
742,116,7,119,5046,610642000000.0,4.99962,-0.679583,0.0636946,503,-3.8702999790051864,5.045595425545829
59,11,8,67,1949,610642000000.0,1.93062,-0.262971,-0.046037,504,-3.8782801196851318,1.9484474155698943
0,0,0,0,0,0.0,0.0,0.0,0.0,505,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,506,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,507,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,508,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,509,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,510,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,511,,0.0
618,101,0,118,7933,610642000000.0,7.57343,-1.0573,2.10969,512,-3.973748152862147,7.646876830111755
813,110,1,140,8349,610642000000.0,8.04675,-1.12751,1.91803,513,-3.9881746738896267,8.125359337444714
824,109,2,87,8298,610642000000.0,8.06167,-1.13218,1.60642,514,-3.997163953255362,8.140783423068076
556,85,3,92,6339,610642000000.0,6.19887,-0.872058,0.99726,515,-4.003913884892105,6.259910097778083
575,90,4,133,6158,610642000000.0,6.05233,-0.855104,0.746966,516,-4.0209062714216275,6.112438243427577
513,76,5,92,5995,610642000000.0,5.91416,-0.837479,0.510723,517,-4.0299119727992725,5.973161606807655
253,45,6,220,5076,610642000000.0,5.01966,-0.711918,0.248603,518,-4.036096067978165,5.069892874048129
402,94,7,102,4716,610642000000.0,4.66867,-0.663812,0.0595191,519,-4.04616193372056,4.715625720966837
58,11,8,67,1950,610642000000.0,1.92996,-0.274953,-0.0460607,520,-4.0540593543857115,1.9494472944424528
0,0,0,0,0,0.0,0.0,0.0,0.0,521,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,522,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,523,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,524,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,525,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,526,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,527,,0.0
891,117,0,113,8474,610642000000.0,8.0828,-1.179,2.25378,528,-4.1494690252204585,8.16833501026984
853,113,1,118,8377,610642000000.0,8.06664,-1.18081,1.92447,529,-4.163958980777655,8.152606524645966
820,108,2,82,8304,610642000000.0,8.0604,-1.18248,1.60758,530,-4.172947827745451,8.146674604426028
603,100,3,109,6326,610642000000.0,6.1807,-0.908211,0.995211,531,-4.179696961758151,6.247071290654605
660,103,4,154,6138,610642000000.0,6.02733,-0.889327,0.744535,532,-4.196689613485456,6.092586432856657
553,92,5,122,5940,610642000000.0,5.8547,-0.865738,0.506028,533,-4.205703783763607,5.918362474083858
524,88,6,108,5679,610642000000.0,5.61098,-0.830907,0.278207,534,-4.211739399679815,5.672169162062165
679,116,7,70,4635,610642000000.0,4.58439,-0.680557,0.0584941,535,-4.221972161294727,4.634629381336657
50,9,8,68,1946,610642000000.0,1.92428,-0.286202,-0.0459657,536,-4.229849839759259,1.9454472758735972
0,0,0,0,0,0.0,0.0,0.0,0.0,537,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,538,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,539,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,540,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,541,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,542,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,543,,0.0
910,118,0,100,8487,610642000000.0,8.0878,-1.23046,2.25725,544,-4.32525940049642,8.180864297346583
832,111,1,134,8409,610642000000.0,8.09003,-1.23498,1.93183,545,-4.339727914550108,8.183749812970825
824,109,2,101,8320,610642000000.0,8.0685,-1.23429,1.61068,546,-4.348737160060563,8.162362651469243
624,100,3,96,6337,610642000000.0,6.18575,-0.947763,0.996945,547,-4.355476540456219,6.257935583454738
607,100,4,136,6112,610642000000.0,5.99625,-0.922371,0.741375,548,-4.372479064558331,6.066776930474781
639,102,5,121,5927,610642000000.0,5.83647,-0.899673,0.504919,549,-4.3814936538087865,5.905403759932847
229,31,6,119,5664,610642000000.0,5.59096,-0.863035,0.27747,550,-4.387532406713067,5.6571780184845695
706,117,7,89,4631,610642000000.0,4.57617,-0.708062,0.0584435,551,-4.397759021301188,4.630624543702933
50,9,8,90,1921,610642000000.0,1.89779,-0.294178,-0.0453714,552,-4.405669424912729,1.9204550449786635
0,0,0,0,0,0.0,0.0,0.0,0.0,553,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,554,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,555,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,556,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,557,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,558,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,559,,0.0
903,118,0,122,8512,610642000000.0,8.1039,-1.28383,2.26391,560,-4.501028818527841,8.20496280789255
848,112,1,125,8427,610642000000.0,8.0996,-1.28735,1.93597,561,-4.515523332715086,8.20126759607928
824,109,2,100,8346,610642000000.0,8.08597,-1.28778,1.61572,562,-4.524494883985699,8.187874459791136
615,100,3,86,6357,610642000000.0,6.19932,-0.98881,1.0001,563,-4.531254156827794,6.277683782933002
568,93,4,132,6116,610642000000.0,5.9944,-0.959773,0.741862,564,-4.548255824008125,6.070749177122129
623,101,5,136,5936,610642000000.0,5.8397,-0.936888,0.505687,565,-4.557267988067739,5.914376992933744
130,13,6,167,6192,610642000000.0,6.10625,-0.980951,0.303392,566,-4.563210333954835,6.184541529240547
725,118,7,88,4644,610642000000.0,4.58458,-0.738193,0.058608,567,-4.573527494593731,4.643630334301924
64,12,8,84,1925,610642000000.0,1.8999,-0.306454,-0.0454665,568,-4.581445641255328,1.9244568231363361
0,0,0,0,0,0.0,0.0,0.0,0.0,569,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,570,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,571,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,572,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,573,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,574,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,575,,0.0
900,118,0,124,8527,610642000000.0,8.11013,-1.33588,2.2679,576,-4.676812491854786,8.21941506381689
845,112,1,112,8441,610642000000.0,8.10499,-1.33924,1.93919,577,-4.691287336904261,8.214890545692013
841,110,2,114,8372,610642000000.0,8.10308,-1.34154,1.62076,578,-4.700288382436627,8.213381463075972
579,90,3,94,6361,610642000000.0,6.19703,-1.02748,1.00073,579,-4.707056481299109,6.281631632888066
590,93,4,114,6222,610642000000.0,6.09218,-1.0138,0.754745,580,-4.724008069203103,6.1759572207391455
454,64,5,103,5967,610642000000.0,5.86431,-0.977781,0.508333,581,-4.733043309014335,5.945265970506365
283,34,6,199,6102,610642000000.0,6.01146,-1.0036,0.298973,582,-4.738996849967133,6.094658668998617
480,103,7,192,4776,610642000000.0,4.71014,-0.788085,0.0602783,583,-4.749277494367217,4.775614807208073
51,9,8,68,1911,610642000000.0,1.88418,-0.315794,-0.0451337,584,-4.757252874850769,1.9104607095766193
62,11,9,55,842,610642000000.0,0.828836,-0.139451,-0.0500821,585,-4.775260892685533,0.8404853932680805
0,0,0,0,0,0.0,0.0,0.0,0.0,586,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,587,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,588,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,589,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,590,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,591,,0.0
907,118,0,110,8541,610642000000.0,8.11508,-1.3879,2.27163,592,-4.852620374620838,8.232908952271973
864,114,1,95,8471,610642000000.0,8.1254,-1.39389,1.9461,593,-4.867091952205453,8.24409209628932
784,106,2,117,8390,610642000000.0,8.1121,-1.39422,1.62425,594,-4.876050609506547,8.231039777476477
539,81,3,228,6369,610642000000.0,6.1984,-1.06682,1.00199,595,-4.882811339988292,6.289536347967154
442,50,4,442,8220,610642000000.0,8.04011,-1.38864,0.997582,596,-4.89955664097048,8.159147618575117
439,55,5,96,6463,610642000000.0,6.34515,-1.09799,0.550674,597,-4.908733970536032,6.439449554317512
587,98,6,103,5856,610642000000.0,5.76309,-0.998531,0.286896,598,-4.914829386624838,5.848954650709903
494,107,7,102,4256,610642000000.0,4.19292,-0.728045,0.0536985,599,-4.9252202498493025,4.2556583096419995
50,9,8,69,1934,610642000000.0,1.90486,-0.331286,-0.0456804,600,-4.932991058564871,1.9334533957134834
0,0,0,0,0,0.0,0.0,0.0,0.0,601,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,602,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,603,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,604,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,605,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,606,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,607,,0.0
858,116,0,132,8548,610642000000.0,8.11306,-1.43884,2.27349,608,-5.028380326910897,8.239660375840742
866,114,1,110,8498,610642000000.0,8.14256,-1.44832,1.95231,609,-5.042869713066049,8.270363606033293
821,108,2,105,8405,610642000000.0,8.11788,-1.44655,1.62716,610,-5.05183106158164,8.245755429122307
803,106,3,127,8355,610642000000.0,8.12243,-1.44926,1.31503,611,-5.058323219715694,8.250710493799913
839,107,4,149,8298,610642000000.0,8.10765,-1.45158,1.00706,612,-5.075296780488962,8.236569250537508
