Angle,Range
-35.31835985,13.13688335
-35.32437426,13.11217319
-35.33438069,12.62297568
-35.34266417,2.255360039
,0
,0
,0
,0
,0
,0
,0
-35.44341516,1.25829519
-35.45778733,1.250849404
-35.46664012,1.264766591
-35.47314251,1.261186714
-35.4899838,1.259682773
-35.49874259,1.287323621
-35.50483399,1.252499147
-35.51474906,1.259900133
-35.52064214,1.259641898
-35.53611265,0.953279515
,0
,0
,0
,0
,0
,0
-35.61914613,1.276613594
-35.63356209,1.262531126
-35.64241738,1.267709662
-35.64895668,1.256251856
-35.66575927,1.26563973
-35.67450877,1.297288095
-35.68063919,1.246505953
-35.69056811,1.247900961
-35.69638456,1.270638633
,0
,0
,0
,0
,0
,0
,0
-35.79479937,1.30938609
-35.8092991,1.264475538
-35.81823422,1.274586094
-35.82471064,1.258223262
-35.84155718,1.252732314
-35.85032928,1.285330329
-35.85649809,1.238519345
-35.86641451,1.237903879
-35.87232157,1.233649788
,0
,0
,0
,0
,0
,0
,0
-35.97059286,1.295886935
-35.98508382,1.275187454
-35.9939258,1.277520011
-36.00039453,1.274019533
-36.0173244,1.252729039
-36.02611775,1.283340093
-36.03218542,1.249501931
-36.04203408,1.259893624
-36.04812157,1.226651522
,0
,0
,0
,0
,0
,0
,0
-36.14629376,1.319022462
-36.16084411,1.268366717
-36.1697305,1.284392587
-36.17618364,1.276986298
-36.19310671,1.255710359
-36.20187354,1.29230645
-36.20797306,1.261493559
-36.21793116,1.243900989
-36.22400793,1.208660736
,0
,0
,0
,0
,0
,0
,0
-36.32217105,1.301673264
,0
-36.34554327,1.278507834
-36.35189254,1.29080985
-36.36891547,1.243794301
-36.37768799,1.287328284
-36.38372824,1.25649369
-36.39368956,1.254903092
-36.39980352,1.207661028
,0
,0
,0
,0
,0
,0
,0
-36.49796678,1.288173802
-36.51236034,1.283940232
-36.52129791,1.276541668
-36.52769763,1.297728301
-36.54466053,1.260672242
-36.55346478,1.280348664
-36.55945858,1.268479396
-36.56944616,1.259902329
-36.57559967,1.211663095
,0
,0
,0
,0
,0
,0
,0
-36.67385864,1.267935327
-36.68821669,1.262527349
-36.69702984,1.283407126
-36.70342379,1.294757981
-36.72040333,1.269605886
-36.72924438,1.287327716
-36.73522679,1.275471213
-36.74525101,1.25090136
-36.75130441,1.216656505
-36.7662165,1.009177089
,0
,0
,0
,0
,0
,0
-36.84965156,1.267938757
-36.86406824,1.255720386
-36.87291845,1.274585807
-36.87923279,1.300688949
-36.89618155,1.278543818
-36.90510299,1.274377522
-36.91097407,1.277467073
-36.92101464,1.253901516
-36.92711339,1.215658865
-36.94230762,0.962263474
,0
,0
,0
,0
,0
,0
-37.02549796,1.256371972
-37.03976421,1.270315011
-37.0486666,1.274580016
-37.05504081,1.291800337
-37.07183499,1.295410583
-37.08088601,1.272384668
-37.08678313,1.280469696
-37.0968253,1.248903782
-37.10282146,1.226652504
-37.11816326,0.949287286
,0
,0
,0
,0
,0
,0
-37.20128081,1.252514356
-37.21568755,1.244044383
-37.22453018,1.26183256
-37.23084977,1.276981639
-37.24764641,1.289455216
-37.25659075,1.278354616
-37.26259875,1.273476205
-37.27253939,1.254896543
-37.27861702,1.229654304
,0
,0
,0
,0
,0
,0
,0
-37.3770496,1.250582838
-37.39138932,1.255718446
-37.40026763,1.267716046
-37.40663529,1.275006813
-37.42341157,1.295410869
-37.4323909,1.276364105
-37.43836026,1.27547386
-37.44835871,1.25089892
-37.45439047,1.221651658
-37.46965414,0.958270514
,0
,0
,0
,0
,0
,0
-37.55283287,1.251550208
-37.56715688,1.264482351
-37.57604573,1.272623593
-37.58245849,1.269082591
-37.59920785,1.296409636
-37.60820087,1.277365295
-37.61412231,1.276468304
-37.62408224,1.265896765
-37.6301966,1.226656687
-37.64544504,0.958270006
,0
,0
,0
,0
,0
,0
-37.72859632,1.24961736
-37.74295825,1.253772822
-37.75179217,1.26869093
-37.75819746,1.274019294
-37.77500034,1.286476697
-37.78393012,1.285330523
-37.78988027,1.277466252
-37.79987949,1.262897571
-37.80606111,1.211662891
,0
,0
,0
,0
,0
,0
,0
-37.90446024,1.23709167
-37.91870312,1.258635866
-37.92760515,1.268695217
-37.93401245,1.277976805
-37.9508687,1.273581022
-37.95969072,1.288318339
-37.96567915,1.276467381
-37.97561402,1.268893305
-37.98177598,1.222656526
-37.99689905,0.973242967
,0
,0
,0
,0
,0
,0
-38.08028673,1.23516701
-38.09457095,1.240143723
-38.10343316,1.260849289
-38.10978979,1.274021778
-38.12660167,1.277544815
-38.13545448,1.293301241
-38.14146371,1.274469783
-38.15143339,1.271901651
-38.15753902,1.220652603
,0
,0
,0
,0
,0
,0
,0
-38.25594401,1.25443953
-38.27033382,1.244037015
-38.27922847,1.255943313
-38.2855489,1.276984215
-38.3024017,1.272580157
-38.31122438,1.293301667
-38.31727665,1.267479086
-38.32718151,1.265895084
-38.33326244,1.231649988
,0
,0
,0
,0
,0
,0
,0
-38.43180956,1.238057673
-38.44618119,1.234309001
-38.45502622,1.246129788
-38.46133178,1.278959109
-38.47820309,1.268611929
-38.48702669,1.289316572
-38.49305353,1.279472627
-38.5029829,1.267896412
-38.50912283,1.218656858
-38.52406175,1.004186859
,0
,0
,0
,0
,0
,0
-38.60750552,1.254440896
-38.62193333,1.239174449
-38.6307918,1.248089323
-38.63714449,1.276988204
-38.65396065,1.278541246
-38.66281059,1.289317105
-38.6688199,1.275471039
-38.6788236,1.258901765
-38.68489043,1.217655345
,0
,0
,0
,0
,0
,0
,0
-38.78338472,1.236130257
-38.79770762,1.244042047
-38.80665885,1.240250343
-38.8129477,1.26414711
-38.82976637,1.2725832
-38.83859198,1.286326098
-38.8446277,1.277474755
-38.85452859,1.268894018
-38.86072521,1.205659139
,0
,0
,0
,0
,0
,0
,0
-38.95913124,1.23805287
-38.97345771,1.250855675
-38.98242919,1.239269266
-38.98870526,1.274025034
-39.00554348,1.274571184
-39.01438969,1.286325114
-39.02033966,1.284459227
-39.03034582,1.262899953
-39.0365413,1.202663087
-39.0514586,0.997199358
,0
,0
,0
,0
,0
,0
-39.1349445,1.238055421
-39.14918287,1.258638246
-39.15819368,1.242207584
-39.16450284,1.264145778
-39.18126207,1.291447618
-39.19018673,1.285331174
-39.19613121,1.286460581
-39.20606218,1.274895197
-39.21223924,1.221657204
-39.22753505,0.948288717
,0
,0
,0
,0
,0
,0
-39.31080316,1.223599054
-39.32497094,1.261562259
-39.33395132,1.247112795
-39.3403303,1.260202882
-39.35701329,1.294420733
-39.36596631,1.288324105
-39.37195134,1.279471252
-39.38183959,1.276895755
-39.38805328,1.2106549
-39.40310481,0.981228698
,0
,0
,0
,0
,0
,0
-39.48647794,1.242877229
-39.50074155,1.262529997
-39.50967766,1.259866152
-39.51593511,1.301677526
-39.53280121,1.294420183
-39.54167623,1.29728604
-39.54765937,1.290451345
-39.55769778,1.261902268
-39.56379406,1.223655037
,0
,0
,0
,0
,0
,0
,0
-39.66229222,1.238057845
-39.67658734,1.250853842
-39.68541746,1.262807779
-39.69182333,1.276988459
-39.70857738,1.295414507
-39.71750916,1.289317026
-39.72347792,1.285462606
-39.73341352,1.271892362
-39.73944736,1.253646667
-39.75439214,1.030141037
,0
,0
,0
,0
,0
,0
-39.83804355,1.236122417
-39.85233811,1.257668938
-39.86119759,1.263787661
-39.86759097,1.281927709
-39.88445025,1.275562278
-39.89331302,1.287328694
-39.89927658,1.276469533
-39.90920816,1.2788995
-39.91529072,1.235652112
,0
,0
,0
,0
,0
,0
,0
-40.01378705,1.249620252
-40.02816126,1.248911174
-40.0369326,1.274579434
-40.04333026,1.287848517
-40.06021765,1.278540001
-40.06911143,1.278359288
-40.0750892,1.276475867
-40.08498143,1.269893908
-40.09115176,1.22366016
,0
,0
,0
,0
,0
,0
,0
-40.18957379,1.243834183
-40.20395799,1.244042878
-40.21283627,1.251036104
-40.2191182,1.287851985
-40.23601319,1.268610607
-40.24496019,1.269395878
-40.2508363,1.283465778
-40.26073918,1.276892904
-40.26695604,1.210655353
,0
,0
,0
,0
,0
,0
,0
-40.36537165,1.245766867
-40.37965353,1.264479832
-40.38855038,1.266735999
-40.39491408,1.285877708
-40.41184986,1.25670289
-40.42072988,1.265401723
-40.42661905,1.282467345
-40.43656937,1.274900817
-40.44263036,1.239652989
-40.45781807,0.978234057
,0
,0
,0
,0
,0
,0
-40.54108755,1.259262357
-40.55545863,1.256693738
-40.56437935,1.258889598
-40.57070313,1.282913343
-40.5876169,1.262657132
-40.59651571,1.260420653
-40.60237949,1.282460342
-40.61231307,1.275895577
-40.6183593,1.249648116
,0
,0
,0
,0
,0
,0
,0
-40.71692879,1.247698611
-40.73120968,1.259608093
-40.74012822,1.256920277
-40.74651229,1.27303612
-40.76341673,1.257697798
-40.77234452,1.254444749
-40.77814302,1.288456103
-40.78805859,1.286893841
-40.79413331,1.257649293
-40.80941004,0.975239298
,0
,0
,0
,0
,0
,0
-40.89264448,1.259260545
-40.90697115,1.264473839
-40.91592126,1.259870956
-40.92230692,1.269084262
-40.9392043,1.256704127
-40.94809848,1.256436393
-40.95399575,1.273479654
-40.96386919,1.277891663
-40.97003796,1.226656954
,0
,0
,0
,0
,0
,0
,0
-41.06838694,1.266972743
-41.08283547,1.250855046
-41.09170503,1.256918656
-41.09809262,1.272050713
-41.11493763,1.266629597
-41.12389366,1.257432063
-41.1297627,1.276470816
-41.13966099,1.276895338
-41.1458228,1.225655449
,0
,0
,0
,0
,0
,0
,0
-41.2441934,1.259256454
-41.25855911,1.260585379
-41.26749774,1.251033257
-41.27388812,1.268101199
-41.29074376,1.264645722
-41.29966647,1.25643654
-41.30557543,1.270479798
-41.3154646,1.27489998
-41.32163069,1.215657135
-41.33673146,0.977235655
,0
,0
,0
,0
,0
,0
-41.42001971,1.251549528
-41.43436539,1.254746298
-41.44326018,1.262810062
-41.44961488,1.275008967
-41.46649212,1.271590363
-41.47544703,1.261424683
-41.4813168,1.278471414
-41.49125271,1.26889543
-41.49748296,1.199664971
-41.51246285,0.986218932
,0
,0
,0
,0
,0
,0
-41.59581187,1.248655283
-41.61016585,1.248903002
-41.619053,1.26085043
-41.62538151,1.282910542
-41.64228433,1.269610556
-41.65119816,1.264408923
-41.65711149,1.275473756
-41.66703176,1.268897957
-41.67322374,1.206656951
-41.6881887,0.992208702
,0
,0
,0
,0
,0
,0
-41.7716126,1.24962641
-41.78593689,1.25279623
-41.79482506,1.256918547
-41.80116332,1.280937107
-41.81805416,1.27159561
-41.82697652,1.265403833
-41.8328762,1.279470932
-41.84283752,1.263897448
-41.84904403,1.200665268
,0
,0
,0
,0
,0
,0
,0
-41.94735915,1.249617651
-41.96174672,1.249882549
-41.97061902,1.252013536
-41.9769531,1.280935226
-41.99386232,1.268618062
-42.00273013,1.275373933
-42.00863747,1.28046422
-42.01859466,1.269900756
-42.02486004,1.19666737
-42.03963641,1.011174041
,0
,0
,0
,0
,0
,0
-42.12312623,1.256369637
-42.13743292,1.270316459
-42.14641102,1.252016094
-42.15275825,1.274027161
-42.16960619,1.270596304
-42.17852846,1.273380826
-42.18451009,1.262492167
-42.19433609,1.277893554
-42.20053618,1.216654383
,0
,0
,0
,0
,0
,0
,0
-42.2989062,1.25926318
-42.31326812,1.257666888
-42.32222514,1.243186915
-42.32856112,1.268099521
-42.34542803,1.265639665
-42.35426158,1.279352051
-42.36025493,1.272478235
-42.3701674,1.270901157
-42.37640289,1.199667317
,0
,0
,0
,0
,0
,0
,0
-42.47466251,1.260223164
-42.48901375,1.263500323
-42.49793755,1.262813313
-42.50441872,1.251314824
-42.52119224,1.262653715
-42.52998232,1.29629526
-42.5360318,1.269482604
-42.54596677,1.265901732
-42.5521665,1.204664915
,0
,0
,0
,0
,0
,0
,0
-42.65039209,1.269858619
-42.66474035,1.280050516
-42.67368954,1.268690586
-42.68020552,1.250327039
-42.69704153,1.252735596
-42.70581428,1.285329307
-42.71186851,1.258492049
-42.72170603,1.26989368
-42.72791292,1.207656211
-42.74280789,1.00418538
,0
,0
,0
,0
,0
,0
-42.82616675,1.276613569
-42.84051684,1.277126709
-42.84946119,1.272624062
-42.85602251,1.244403242
-42.87281741,1.251739122
-42.88160009,1.284339802
-42.88756966,1.277471394
-42.8975761,1.250897068
-42.90368832,1.211662532
,0
,0
,0
,0
,0
,0
,0
-43.00193932,1.275641377
-43.01622006,1.297569774
-43.02521055,1.278506388
-43.03182814,1.236496977
-43.04862713,1.246781263
-43.05740984,1.274368706
-43.06336665,1.271474168
-43.07332243,1.259898227
-43.07941759,1.222656581
-43.0943172,1.012168611
,0
,0
,0
,0
,0
,0
-43.1777049,1.279497708
-43.19201936,1.290749627
-43.20097561,1.281445901
-43.20757293,1.244394918
-43.22440257,1.245782086
-43.23321018,1.270385195
-43.23911992,1.280468111
-43.24915522,1.246897961
-43.25523959,1.214662047
-43.27022321,0.993206975
,0
,0
,0
,0
,0
,0
-43.35352413,1.273723056
-43.36787415,1.274207353
-43.37679172,1.275567012
-43.38332996,1.251311947
-43.4001683,1.250749804
-43.40899382,1.269387091
-43.41490216,1.279468013
-43.42493076,1.247895614
-43.43101563,1.215662748
,0
,0
,0
,0
,0
,0
,0
-43.529335,1.266007836
-43.54363214,1.281024973
-43.55256498,1.274576509
-43.55909932,1.253284934
-43.5759746,1.243796314
-43.58479564,1.266404925
-43.59071839,1.269475738
-43.60071354,1.247898301
-43.60682348,1.20765776
,0
,0
,0
,0
,0
,0
,0
-43.70510062,1.269867003
-43.71958642,1.241119443
-43.72839083,1.266737692
-43.7348285,1.265133529
-43.75170239,1.256702847
-43.76065037,1.249469042
-43.76650251,1.269476573
-43.77653468,1.238899635
-43.78256281,1.21866026
,0
,0
,0
,0
,0
,0
,0
-43.88098653,1.246730983
-43.89528897,1.259616411
-43.90419443,1.259861556
-43.91062407,1.262172445
-43.92744739,1.265636912
-43.93643362,1.248470285
-43.94238363,1.246509351
-43.95229222,1.244902438
-43.95837175,1.211660836
,0
,0
,0
,0
,0
,0
,0
-44.05676197,1.246725708
-44.07115633,1.240151789
-44.07999104,1.257908605
-44.08634708,1.275998874
-44.10322968,1.265640043
-44.1122034,1.250460409
-44.11820276,1.236515717
-44.1280995,1.23890375
-44.13421494,1.1976669
,0
,0
,0
,0
,0
,0
,0
-44.23249721,1.258301547
-44.24694348,1.238197765
-44.25578761,1.253983103
-44.26207446,1.288837547
-44.27898466,1.271592716
-44.28800467,1.245474637
-44.29391894,1.252500408
-44.30390549,1.232903939
-44.30998378,1.199657968
,0
,0
,0
,0
,0
,0
,0
-44.40845569,1.220710229
-44.4226763,1.248903593
-44.4315715,1.252996645
-44.43787204,1.284887347
-44.45482635,1.256697548
,0
-44.46981766,1.224529697
-44.47973993,1.219901159
-44.48589694,1.170668498
-44.50079798,0.976237211
,0
,0
,0
,0
,0
,0
-44.57969979,5.124411493
-44.59404494,5.61165341
-44.60299696,5.741191274
,0
,0
-44.63576554,4.435788519
-44.64176991,4.374732022
-44.6520282,3.659709969
-44.65855683,2.777217254
-44.67677763,0.946292229
,0
,0
,0
,0
,0
,0
-44.75544407,5.259351633
-44.76980627,5.701184049
-44.77877351,5.764741884
-44.78534675,5.374120857
-44.80215677,6.118395903
-44.81152287,4.510517617
-44.81750783,4.505571416
-44.8277918,3.695706771
-44.8343128,2.80720695
,0
,0
,0
,0
,0
,0
,0
-44.93122692,5.254535141
-44.94559094,5.685610254
-44.95455701,5.753947239
-44.96112648,5.381034954
-44.97794646,6.071741799
-44.98730878,4.495570441
-44.99328606,4.515560124
44.99643292,3.708700029
44.98993793,2.848200176
44.9716317,0.942299462
,0
,0
,0
,0
,0
,0
44.89299222,5.254536656
44.87862231,5.661280813
44.86965674,5.730399312
44.86307261,5.299070529
44.84624897,5.946675643
44.83690668,4.484612674
44.83092462,4.491588225
44.82065858,3.722702946
44.81416005,2.852200012
,0
,0
,0
,0
,0
,0
,0
44.71721253,5.260316279
44.7028337,5.629162847
44.69386934,5.70195555
44.68728161,5.259573356
44.67043713,5.788853044
44.66112385,4.480623473
44.65500188,4.090076582
44.64487731,3.724696172
44.63840145,2.881189511
,0
,0
,0
,0
,0
,0
,0
44.54142917,5.251642796
44.52704557,5.597052734
44.51808235,5.675463011
44.51152803,5.374121198
44.49452022,5.17841608
44.48533989,4.471661578
44.47919584,4.029145786
44.46909613,3.723699409
44.46262812,2.894179152
,0
,0
,0
,0
,0
,0
,0
44.36564971,5.252607657
44.35125869,5.562016072
44.34229203,5.634264804
44.33575077,5.391899336
44.31886877,5.753116032
44.30955718,4.464686612
44.30342692,4.060110147
44.2933108,3.715700473
44.28684583,2.891185788
,0
,0
,0
,0
,0
,0
,0
44.18986859,5.259352805
44.175471,5.538663885
44.16650327,5.608753713
44.15997625,5.421520547
44.14309931,5.830538086
44.13377244,4.462689916
44.12765909,4.087074682
44.11753222,3.725697485
44.11105186,2.876184585
,0
,0
,0
,0
,0
,0
,0
44.01409129,5.269950483
43.99968431,5.518223675
43.99071707,5.571477292
43.98419202,5.415594149
43.96721711,5.36005277
43.95799183,4.451734478
43.95188213,4.105057108
43.941767,3.757693417
43.93527166,2.87718692
,0
,0
,0
,0
,0
,0
,0
43.83830787,5.260314332
43.82389518,5.491947455
43.81492265,5.522424393
43.80840586,5.382025052
43.79148073,5.547655566
43.78220331,4.441772594
43.77611028,4.120039279
43.76600535,3.790696115
43.75951153,2.9031813
,0
,0
,0
,0
,0
,0
,0
43.66252706,5.268991209
43.64809577,5.416039451
43.63913183,5.486128725
43.63261967,5.369184899
43.61563112,5.255835439
43.60642741,4.450734899
43.60032323,4.114049343
43.59023767,3.824690044
43.58374014,2.917174056
,0
,0
,0
,0
,0
,0
,0
43.48674387,5.264172412
43.47229724,5.351807817
43.46331938,5.347801714
43.45683806,5.362267701
43.44062095,13.31562161
43.43065811,4.482624246
43.42451718,4.060108189
43.41446694,3.860691389
43.407963,2.922171126
,0
,0
,0
,0
,0
,0
,0
43.31096713,5.274775139
43.2965217,5.366414494
43.2875706,5.493972219
43.28105547,5.369182429
43.26484645,13.3950625
43.25486975,4.475641593
43.24873129,4.03114981
43.23870572,3.890690866
43.23219816,2.94216992
43.21370831,0.926329172
,0
,0
,0
,0
,0
,0
43.1351774,5.260310837
43.12077673,5.509469377
43.11178106,5.459634843
43.10529248,5.440284121
43.0883217,5.403726702
43.07909065,4.486602154
43.07295597,4.048124996
43.06292969,3.913683257
43.0564341,2.969160466
,0
,0
,0
,0
,0
,0
,0
42.95940238,5.268028693
42.94499509,5.509468829
42.93605041,5.677428099
42.92951497,5.442257542
42.91255561,5.462294308
42.90331313,4.482620241
42.89717198,4.05212138
42.88721154,4.076671681
42.88065472,2.981154071
,0
,0
,0
,0
,0
,0
,0
42.78361911,5.271879662
42.76919677,5.445240796
42.76090552,11.5960011
42.75372922,5.417575291
42.73677262,5.451372826
42.72751701,4.444756752
42.72139966,4.079085997
42.71149619,4.237663989
42.70488321,2.985154781
42.6864426,0.937308865
,0
,0
,0
,0
,0
,0
42.6078689,5.375980961
42.59352888,5.963939254
42.58512812,11.6538796
42.5787022,13.41137357
42.5617182,13.42981389
42.55172156,4.399917819
42.54562363,4.085083121
42.53574459,4.330651855
42.52911218,2.994160036
42.51071532,0.94529438
,0
,0
,0
,0
,0
,0
42.43222851,6.015025945
42.41775907,6.016494615
42.40933938,11.66265486
42.4029304,13.42914458
42.38592753,13.42675857
42.3759435,4.398930578
42.36985712,4.120041617
42.35997818,4.374652478
42.35333497,3.00415137
,0
,0
,0
,0
,0
,0
,0
42.2570179,11.39830826
42.24252342,11.35335296
42.23357044,11.66956773
42.22715439,13.50420714
42.21015064,13.48037116
42.20015941,4.395937665
42.19411707,4.223913782
42.18419114,4.374644665
42.17755072,3.006147936
42.15909757,0.937308942
,0
,0
,0
,0
,0
,0
42.08125481,11.43399244
42.06675003,11.38351835
42.05777051,11.68326306
42.05135967,13.54076185
42.03439368,13.54098936
42.02437797,4.38796903
42.01835433,4.279849717
42.00841473,4.372649767
42.00176176,2.98715475
41.98329675,0.934314372
,0
,0
,0
,0
,0
,0
41.90544641,11.4425934
41.89094935,11.36405708
41.88200347,11.70194129
41.87556443,13.57525762
41.85860692,13.57473148
41.84859103,4.369038402
41.84257243,4.296821086
41.83263641,4.368653854
41.82595087,2.960160263
41.80736545,0.913351937
,0
,0
,0
,0
,0
,0
41.72970433,11.44941961
41.71517764,11.30181313
41.70622176,11.71071762
41.69981372,13.61876493
41.68282559,13.5875868
41.67280273,4.352099219
41.66678701,4.271852656
41.65684602,4.349654164
41.65015862,2.936170239
,0
,0
,0
,0
,0
,0
,0
41.55389925,11.4792527
41.53939272,11.091627
41.53044361,11.7519821
41.52402695,13.63353354
41.50703569,13.60248414
41.4969994,4.293316557
41.49097271,4.171977709
41.48104964,4.313651992
41.47437443,2.929174099
41.4558218,0.916346604
,0
,0
,0
,0
,0
,0
41.37810333,11.50331237
41.36360428,10.93689088
41.3546454,11.77348826
41.34824046,13.64541017
41.33124171,13.61337956
41.32227404,13.57833609
41.3151965,4.185958767
41.30527119,4.318657122
41.29860317,2.948163291
41.2800725,0.922335839
,0
,0
,0
,0
,0
,0
41.20234145,11.52067844
41.18781153,10.86192834
41.17887045,11.78427115
41.17245874,13.72239488
41.15547696,13.6183453
41.14649591,13.55242169
41.13940891,4.178968208
41.1294823,4.313650364
41.12282805,2.947169892
41.10432439,0.927326788
,0
,0
,0
,0
,0
,0
41.02655031,11.5428503
41.01205267,10.85318795
41.00310294,11.77844958
40.99670881,13.80345507
40.9797014,13.65907956
40.97068171,13.56828518
40.96363194,4.191949737
40.95370378,4.310656091
40.94704625,2.957164663
40.92867662,0.946292037
,0
,0
,0
,0
,0
,0
40.85079951,11.56700869
40.83625671,10.87364714
40.82732373,11.79610645
40.8209066,13.82413055
40.80390631,13.74042918
40.79381975,4.145856115
40.78785065,4.200936885
40.77789161,4.224658244
40.77126019,2.93917267
40.75288064,0.942299344
,0
,0
,0
,0
,0
,0
40.67496923,11.56788061
40.66047836,10.87553415
40.65152071,11.83234936
40.64513957,13.85082481
40.62815305,13.92412271
40.61803648,4.140876789
40.61207333,4.202934733
40.60210913,4.211660637
40.5954763,2.939169825
,0
,0
,0
,0
,0
,0
,0
40.49921315,11.58143647
40.48468978,10.85120506
40.47577053,11.8569517
40.46936163,13.89034495
40.45237434,13.92113162
40.44337958,13.90512114
40.4362975,4.206938058
40.42632554,4.191666391
40.41969465,2.937170836
,0
,0
,0
,0
,0
,0
,0
40.32342748,11.63346228
40.30889733,10.854097
40.29999383,11.86380568
40.29355706,13.90908014
40.27658237,13.92808821
40.26649282,4.203641677
40.26052581,4.230908071
40.25053541,4.176667601
40.24390689,2.938168419
40.22542448,0.92632853
,0
,0
,0
,0
,0
,0
40.14765439,11.67781336
40.13312277,10.94658666
40.12419535,11.87751462
40.11779966,13.94958111
40.10080597,13.95090624
40.09071745,4.221574692
40.08474311,4.240888495
40.07475037,4.170666058
40.06812278,2.933168412
,0
,0
,0
,0
,0
,0
,0
39.97186992,11.69223044
39.95735329,10.97285073
39.9484199,11.90398914
39.94200718,13.98907111
39.92500806,13.9747067
39.91494657,4.238516137
39.90895944,4.230902733
39.89896232,4.152667017
39.892338,2.935167659
39.87386539,0.927327028
,0
,0
,0
,0
,0
,0
39.79609526,11.71637113
39.78160778,11.37479168
39.77264569,11.93442755
39.7662115,14.01768405
39.74925161,14.0025405
39.73917556,4.244497055
39.73317996,4.23290399
39.72320391,4.211664424
39.7165658,2.936172925
39.69817252,0.937308849
,0
,0
,0
,0
,0
,0
39.62032778,11.72889438
39.60580848,11.69785702
39.59682912,11.94319459
39.59046322,14.05228187
39.57346644,14.04023376
39.56341041,4.304274104
39.55740329,4.241892045
39.54742387,4.229660458
39.54079332,2.934174749
39.52249285,0.955276292
,0
,0
,0
,0
,0
,0
39.44441376,9.64692052
39.43004368,11.76405463
39.42107566,11.96190654
39.41464528,14.08382765
39.39768259,14.09679276
39.38869995,14.06953104
39.38162258,4.251876978
39.37165037,4.259655276
39.36501878,2.939175386
39.34678794,0.967253802
,0
,0
,0
,0
,0
,0
39.2686115,9.649815018
39.25425827,11.82146929
39.24528691,11.9805053
39.23890771,14.11648332
39.22190536,14.13156497
39.21293015,14.00079345
39.20585296,4.271856189
39.19589682,4.31065831
39.18922665,2.945167216
39.17093255,0.956274247
,0
,0
,0
,0
,0
,0
39.09283516,9.675840947
39.07849535,11.86332745
39.06949663,11.69305738
39.0631029,14.14311752
39.04612736,14.16133636
39.03713094,14.10340426
39.03006619,4.272852012
39.02012977,4.364651523
39.01344454,2.938169686
,0
,0
,0
,0
,0
,0
,0
38.9170514,9.68644295
38.90270633,11.87402729
38.89369854,11.58415656
38.88732021,14.18160673
38.87034339,14.19407306
38.86133981,14.13026159
38.85425701,4.17098047
38.84434726,4.38564438
38.83765306,2.930169657
,0
,0
,0
,0
,0
,0
,0
38.74128088,9.658491498
38.72694723,11.89544511
38.7179253,11.53707764
38.7115425,14.21519976
38.69457328,14.23183706
38.68542037,10.42687173
38.67957168,13.79538694
38.66856585,4.370648082
38.66185997,2.915176032
38.64350998,0.943298226
,0
,0
,0
,0
,0
,0
38.56549309,9.65078035
38.55115213,11.93337705
38.54217937,11.56068282
38.53578323,14.26757907
38.51880399,14.26757331
38.50960745,10.26144665
38.50380585,13.75944254
38.49278624,4.37064711
38.4860863,2.911181794
38.46770316,0.93730844
,0
,0
,0
,0
,0
,0
38.3897239,9.664272901
38.37536315,11.97422804
38.36635191,11.61654531
38.35998633,14.30801042
38.34298229,14.31710823
38.33381035,10.08409949
38.32798312,14.01405446
38.31699602,4.319655663
38.31028798,2.906176417
38.29178867,0.921337851
,0
,0
,0
,0
,0
,0
38.21394973,9.682582387
38.19960007,12.00638648
38.19060237,11.65777211
38.1842309,14.33571678
38.16720257,14.33994724
38.1580241,10.04324325
38.15221553,13.94715337
38.14211531,10.80316412
38.13451739,2.900184429
38.11621023,0.949286869
,0
,0
,0
,0
,0
,0
38.03815581,9.680655952
38.02381004,12.03651996
38.01483994,11.66957537
38.00845001,14.37126304
37.99145335,14.36782336
37.98222961,9.887816055
37.97641723,13.81728876
37.96632271,10.69318143
37.95872566,2.897181393
37.94035808,0.940303602
,0
,0
,0
,0
,0
,0
37.86236372,9.673908631
37.84802715,12.06379303
37.83904389,11.71271722
37.83266442,14.36534952
37.81566188,14.39158347
37.80646025,9.765266396
37.80066151,13.60061008
37.79050086,10.49612103
37.78293304,2.897179971
,0
,0
,0
,0
,0
,0
,0
37.68660204,9.667161314
37.67228518,12.06772515
37.66326935,11.74806081
,0
,0
37.63065897,9.601867814
37.62486305,13.41882098
37.61472441,10.46315977
37.60716221,2.897183804
,0
,0
,0
,0
,0
,0
,0
37.51081619,9.655593502
37.49635491,9.979263881
37.48747326,11.78137504
,0
,0
37.45487764,9.585921614
37.44909037,13.18712585
37.43895808,10.3521735
37.4313817,2.897183204
37.413117,0.955276332
,0
,0
,0
,0
,0
,0
37.3350212,9.691261698
37.32056189,9.904325482
37.31169344,11.83142088
37.30532231,14.14414213
37.28831821,14.16232736
37.27910232,9.585917895
37.27328295,12.99832416
37.26316303,10.20417945
37.25559465,2.893182808
37.23733097,0.952281685
,0
,0
,0
,0
,0
,0
37.15925215,9.719207761
37.14477997,9.793376824
37.13592944,11.87948301
37.12953057,13.90911762
37.11255192,13.96880429
37.10331852,9.594891694
37.09746777,12.92036845
37.08734622,9.983196784
37.07979572,2.885182721
,0
,0
,0
,0
,0
,0
,0
36.98348107,9.768363978
36.96899099,9.769056842
36.96013976,11.92264675
36.95370056,13.6720393
36.93674122,13.81095119
36.92753904,9.611826656
36.92169618,12.69967756
36.91156856,9.850206421
36.90403433,2.882187846
36.88574731,0.949286545
,0
,0
,0
,0
,0
,0
36.80768743,9.78860828
