Angle,Range
36.79323279,10.07852769
36.7843848,12.04627047
36.77790268,13.67204249
36.76092809,13.61436929
36.75175084,9.651681279
36.74595425,12.64378153
36.73580271,9.899206445
36.72824104,2.879187599
36.71007697,0.967253492
,0
,0
,0
,0
,0
,0
36.63192336,9.822344889
36.61757652,11.7952371
36.60858663,12.16004386
36.60251588,54.24649074
36.58554515,48.70631928
36.57597671,9.691531675
36.5701479,12.57583719
36.56000988,9.89820309
36.55244896,2.880183227
,0
,0
,0
,0
,0
,0
,0
36.45614984,9.858010906
36.44174636,11.70953571
36.4327841,12.20709815
36.42672189,53.99758904
36.40974759,48.56136019
36.40019921,9.721428202
36.39432368,12.4140021
36.38433975,12.27200987
36.3766711,2.879186154
36.35839812,0.950285347
,0
,0
,0
,0
,0
,0
36.28036575,9.884992157
36.2659841,11.62100763
36.25702303,12.22480019
36.2505475,12.92451153
36.23360117,12.95933005
36.22456286,12.9246479
36.21856965,12.27120421
36.20855852,12.2409872
36.20087208,2.856190061
36.18285883,0.985220949
,0
,0
,0
,0
,0
,0
36.10457113,9.913911508
36.09014893,11.45065409
36.08125501,12.26404277
36.07474851,12.96399216
36.05779536,13.03077297
36.048781,12.96053178
36.04277104,12.14135138
36.03276783,12.12201665
36.02510033,2.851196571
36.00674765,0.936310156
,0
,0
,0
,0
,0
,0
35.92878366,9.938972153
35.91438382,11.32804368
35.90548031,12.30232525
35.89896427,12.64999621
35.88202719,12.62087173
35.87301831,12.59890909
35.86697373,12.00849169
35.85702882,12.01608226
35.849309,2.855191575
35.83139085,1.000193513
,0
,0
,0
,0
,0
,0
35.75303039,9.985235368
35.73864228,11.23858355
35.72966976,12.31307003
35.72324194,12.64215224
35.70625389,12.66155164
35.69720492,12.62575629
35.6912288,11.87669925
35.68123515,11.85508939
35.67354911,2.857198622
35.65560252,0.999195628
,0
,0
,0
,0
,0
,0
35.57723206,10.01897901
35.56283014,11.11885726
35.5538739,12.34345224
35.54740428,12.64111208
35.53040673,12.65055554
35.52145492,12.40660794
35.51543096,11.76184084
35.50540906,11.75003664
35.49774651,2.848196767
35.47942371,0.93830694
,0
,0
,0
,0
,0
,0
35.40146351,10.03921916
35.38708635,11.0021093
35.37812005,12.37293893
35.37161635,12.40707493
35.354649,12.36970218
35.34561157,12.34277739
35.33963198,11.62998601
35.32959978,11.63003704
35.32195093,2.840196743
35.30367904,0.946292621
,0
,0
,0
,0
,0
,0
35.22556692,8.832443368
35.21124487,10.9037565
35.20233602,12.15219687
35.19584554,12.23428066
35.17884779,12.18505422
35.16986122,11.96819779
35.1638558,11.52210526
35.15384257,11.50708311
35.14616934,2.837197536
35.12787238,0.943297566
,0
,0
,0
,0
,0
,0
35.04977642,8.533642443
35.03545563,10.76751023
35.02654257,12.0688193
,0
35.00348354,47.48938568
34.99408715,11.57167446
34.98806994,11.38928078
34.97808338,11.40211846
34.97040717,2.840199882
34.95217217,0.952281612
,0
,0
,0
,0
,0
,0
34.87397949,8.461349008
34.85970247,10.7432105
,0
34.84469598,50.58781322
,0
34.81828336,11.48997445
34.81226826,11.29138891
34.8022431,11.29307074
34.79461057,2.843196094
34.77627997,0.937308974
,0
,0
,0
,0
,0
,0
34.69819815,8.417975568
34.68390219,10.74710099
,0
34.66891003,51.01439101
34.65188042,40.18494584
34.64285332,31.9220764
34.63648383,11.19550492
34.62647626,11.19709265
34.61880927,2.840196245
,0
,0
,0
,0
,0
,0
,0
34.52241471,8.376529155
34.50815405,10.7802183
,0
34.49311637,41.12944282
34.47608919,40.57502547
34.46705679,32.09648137
34.46065908,11.0656299
34.45074447,11.08715053
34.44310541,2.837200129
34.42474571,0.939304475
,0
,0
,0
,0
,0
,0
34.34664794,8.675329926
34.33233278,10.7840639
,0
34.31736255,49.62992824
34.30030591,40.66140926
34.29092801,11.14722486
34.28493744,10.97679333
34.27490538,11.01010574
34.26731993,2.842197743
34.24894368,0.938307391
,0
,0
,0
,0
,0
,0
34.17100003,10.09801599
34.15653372,10.78112146
,0
34.14152779,40.69898434
34.1245565,40.01221717
34.1148766,7.77754585
34.10888461,7.716694626
34.09890452,7.760377166
34.09147974,2.845196223
34.07328808,0.956273634
,0
,0
,0
,0
,0
,0
33.99523012,10.1452402
33.98079557,10.82592285
,0
33.9657401,39.56534721
33.94876844,38.02010406
33.93909649,7.70581037
33.93309235,7.677740105
33.9231148,7.729380365
33.91569924,2.840194245
33.89746642,0.9492868
,0
,0
,0
,0
,0
,0
33.81943339,10.04886092
33.80501805,10.83761801
33.79646831,41.73308784
33.78997456,39.63933336
33.77296449,38.20572918
33.7633072,7.659980417
33.75731269,7.624809467
33.74734081,7.638389111
33.73990225,2.825207352
33.72138429,0.909359928
,0
,0
,0
,0
,0
,0
33.64364045,9.959213078
33.62922817,10.83272751
,0
33.61420262,39.48136921
33.59718528,38.25042412
33.58751802,7.605179495
33.58150964,7.602834586
33.57152016,7.602388937
33.564091,2.813203354
33.54597098,0.958270122
,0
,0
,0
,0
,0
,0
33.46786377,9.868607622
33.45344809,10.82494693
33.44495663,41.8057071
33.43843177,39.41422048
33.42140871,38.31789264
33.41169487,7.509528371
33.40572367,7.554889055
33.39573104,7.540394136
33.38837147,2.818203968
33.3698758,0.916347158
,0
,0
,0
,0
,0
,0
33.29207058,9.801135831
33.2776631,10.83175926
33.26915757,39.69349963
33.26260021,39.27694163
33.24559372,38.07966005
33.23591655,7.484622011
33.22980767,6.580071512
33.21996713,7.491401678
33.21262141,2.809209359
33.1940923,0.915348869
,0
,0
,0
,0
,0
,0
33.11628332,9.617041973
33.1016706,8.231440761
33.0926982,8.292838998
33.08618539,8.218121922
33.06920917,8.217715917
33.06015748,7.402917943
33.05404284,6.549105514
33.04418457,7.397406904
33.03672915,2.806208191
,0
,0
,0
,0
,0
,0
,0
32.94036592,8.037247358
32.92589259,8.276198101
32.91690832,8.255561758
32.91041728,8.235892086
32.893423,8.248482117
32.8843744,7.42185192
32.87823465,6.494171276
32.86839786,7.432403806
32.86097306,2.792210797
32.84265389,0.932317703
,0
,0
,0
,0
,0
,0
32.76454487,8.019893406
32.75011153,8.236302953
32.74109734,8.187871038
32.73462428,8.191452204
32.71764824,8.198848222
32.70856799,7.444769685
32.7024692,6.413273579
32.69262842,7.471404252
32.68524321,2.787216625
32.66695121,0.943297964
,0
,0
,0
,0
,0
,0
32.58879186,7.994836537
32.57433107,8.142880302
32.56532563,8.14078183
32.55885448,8.143067536
32.54187498,8.139298774
32.53280181,7.469680803
32.5266586,6.346350248
32.51684316,7.50239282
32.50948104,2.809208156
,0
,0
,0
,0
,0
,0
,0
32.41300802,7.900375353
32.39852968,8.072809497
32.38955936,8.07701738
32.38305073,8.08283461
32.36607865,8.084706421
32.3570398,7.497570698
32.35088226,6.292420077
32.34106778,7.53239182
32.33363193,2.790211696
,0
,0
,0
,0
,0
,0
,0
32.23720876,7.865675178
32.22276424,8.026098366
32.21374019,8.02306186
32.20725711,8.01074833
32.19029918,8.016214859
32.18125513,7.527461511
32.17508704,6.233490381
32.16529568,7.565390223
32.15793943,2.819205479
32.13970279,0.958270387
,0
,0
,0
,0
,0
,0
32.06141249,7.861821328
32.04695247,7.952140169
32.03797964,7.948502673
32.03147382,7.935691606
32.01449054,7.947725795
32.00549074,7.573296517
31.99932075,6.193537217
31.98949601,7.583393975
31.98206865,2.799215871
31.96380578,0.940302687
,0
,0
,0
,0
,0
,0
31.8856446,7.888804862
31.87115381,7.884015081
31.86215761,7.882772336
31.85569812,7.8803933
31.83871003,7.87924515
31.82970347,7.613145397
31.82349149,6.165570342
31.81372589,7.61239204
31.8062984,2.798206556
,0
,0
,0
,0
,0
,0
,0
31.70983696,7.833867664
31.69536201,7.82757295
31.68639371,7.827839081
31.67990267,7.805346343
31.66290573,7.827625067
31.65392828,7.633073843
31.64773236,6.124617284
31.63794105,7.619386275
31.63050803,2.790209784
31.61224478,0.939304704
,0
,0
,0
,0
,0
,0
31.5340844,7.781819117
31.51957167,7.782802412
31.51062056,7.758186424
31.50411084,7.762877337
31.48713666,7.780972026
31.47815379,7.742673428
31.47193884,6.073674397
31.46219079,7.754378939
31.45470535,2.777214867
,0
,0
,0
,0
,0
,0
,0
31.35827023,7.73458575
31.34382625,7.738039218
31.33480873,7.726791638
31.32831878,7.735228083
31.31135968,7.748217418
31.3023493,7.73868992
31.29633171,7.335153687
31.28641,7.739379685
31.27894824,2.766223894
31.26083275,0.962263385
,0
,0
,0
,0
,0
,0
31.18250983,7.752896025
31.16803411,7.74873876
31.15901621,7.72090581
31.15254745,7.738196853
31.13558219,7.748218779
31.12656908,7.743670351
31.12056984,7.511947833
31.1106216,7.748381231
31.10313602,2.758220292
,0
,0
,0
,0
,0
,0
,0
31.00672447,7.777962278
30.99224169,7.795458559
30.9832662,7.75916827
30.97678358,7.779671393
30.95978878,7.768066545
30.95081603,7.766587851
30.94479164,7.576868131
30.93483242,7.763381016
30.92738914,2.755221632
,0
,0
,0
,0
,0
,0
,0
30.83095734,7.805915045
30.8164882,7.836329424
30.80748367,7.803310217
30.80098112,7.815214978
30.78400652,7.766082282
30.77502519,7.80046398
30.76903845,7.64977788
30.75905831,7.796370788
30.75158846,2.757225616
30.7334453,0.956273844
,0
,0
,0
,0
,0
,0
30.65518399,7.835796899
30.64069834,7.85967739
30.63171889,7.84451395
30.62520482,7.843861251
30.60824016,7.801822516
30.59926344,7.834342927
30.59296879,5.798010927
30.58299303,5.81053734
30.5757965,2.764221704
,0
,0
,0
,0
,0
,0
,0
30.47938219,7.905195806
30.46492088,7.89276828
30.45591255,7.885714893
30.44943631,7.891250528
30.43245306,7.849459299
30.42348109,7.877177849
30.41717693,5.802011277
30.40719033,5.806531069
30.40003297,2.758216929
30.38210093,0.987217653
,0
,0
,0
,0
,0
,0
30.30362983,7.946643736
30.28914175,7.931699676
30.2801563,7.927901681
30.27365204,7.937668842
30.25641901,5.969503627
30.2476925,7.927005551
30.24167963,7.590845826
30.23170519,7.646386321
30.22418744,2.753222107
,0
,0
,0
,0
,0
,0
,0
30.12783986,7.98038118
30.11337288,7.97257045
30.10438865,7.975971873
30.09789998,7.974206043
30.08061195,5.940717329
30.0719058,7.975819348
30.0658733,7.574868416
30.05592167,7.606391863
30.04844049,2.747229766
,0
,0
,0
,0
,0
,0
,0
29.95205751,8.010252695
29.93758278,8.008576718
29.92860295,8.011282896
29.92209701,7.99592868
29.9048415,5.895056665
29.89613056,8.022651043
29.89010737,7.545899881
29.88012701,7.56839434
29.87269918,2.741228977
,0
,0
,0
,0
,0
,0
,0
29.7762972,8.050739764
29.76180605,8.066966177
29.75282481,8.040718617
29.74632796,8.021608626
29.7290463,5.849399047
29.72039017,8.056528636
29.71432628,7.500959805
29.70433402,7.516399836
29.69687255,2.739232154
,0
,0
,0
,0
,0
,0
,0
29.60050021,8.085438839
29.58603863,8.104922431
29.57705568,8.095654147
29.57020643,5.811583875
29.55325322,5.841457146
29.54459284,8.103356197
29.53851388,7.464001043
29.52854523,7.494402918
29.52109802,2.740224988
29.50288196,0.943297917
,0
,0
,0
,0
,0
,0
29.42474414,8.160618306
29.41025198,8.148715285
29.40126505,8.138817756
29.39441792,5.714813167
29.37748841,5.858330203
29.36881961,8.140220578
29.36272839,7.455010825
29.35277631,7.484401804
29.34535331,2.742228209
29.32699218,0.926328721
,0
,0
,0
,0
,0
,0
29.24896975,8.206890207
29.23446728,8.19348243
29.22550269,8.184929412
29.21861672,5.698024325
29.20170786,5.903001785
29.19303043,8.193030363
29.18695541,7.46799498
29.17701284,7.520396199
29.16957993,2.738230732
29.15121571,0.92832509
,0
,0
,0
,0
,0
,0
29.07318361,8.23291475
29.05872036,8.255766878
29.0497094,8.235945026
29.04283812,5.683205951
29.02591038,5.932775051
29.01724838,8.235869643
29.01092363,5.752065366
29.00095582,5.819536808
28.99369176,2.737226187
28.97546023,0.933316109
,0
,0
,0
,0
,0
,0
28.89739371,8.27532234
28.88293912,8.288854096
28.87395002,8.282052218
28.86706502,5.652593572
28.85017432,5.951635873
28.84147919,8.254805791
28.83514074,5.732092915
28.8251578,5.774539171
28.81795747,2.731229222
28.79976711,0.94130145
,0
,0
,0
,0
,0
,0
28.72162022,8.319661994
28.70713825,8.320972414
28.69815843,8.337977094
28.69130339,5.614083883
28.67438047,5.951635516
28.66540997,5.957213698
28.65935803,5.690142302
28.64939403,5.735536189
28.64214881,2.724235361
,0
,0
,0
,0
,0
,0
,0
28.54584563,8.362068403
28.53138649,8.385200349
28.52238477,8.37328626
28.51547866,5.574584843
28.49859759,5.943690725
28.48959899,5.876517583
28.48357118,5.65618682
28.47359851,5.699547588
28.466431,2.722235614
28.44821474,0.944295647
,0
,0
,0
,0
,0
,0
28.37005968,8.398697237
28.35560185,8.424125071
28.34660073,8.410571962
28.3396666,5.475836794
28.32278502,5.904987526
28.3141474,8.431151563
28.30777957,5.622221637
28.2977842,5.668543425
28.29061276,2.720233106
,0
,0
,0
,0
,0
,0
,0
28.19431176,8.461352077
28.17983377,8.47667643
28.17082385,8.452753086
28.16387856,5.456086864
28.14701436,5.865286387
28.13837974,8.402256067
28.13197765,5.592258978
28.12202335,5.624552768
28.11480469,2.724235187
28.09659974,0.939305191
,0
,0
,0
,0
,0
,0
28.01851985,8.498938229
28.00404752,8.526304089
27.99506644,8.518480553
27.98810662,5.429417185
27.97123393,5.89605738
27.96259219,8.358413782
27.95618098,5.552310982
27.94623817,5.588555894
27.93902802,2.730231495
,0
,0
,0
,0
,0
,0
,0
27.84273037,8.54810214
27.82826118,8.565233392
27.81925674,8.551834304
27.81233179,5.426454338
27.79548575,5.948659979
27.78680626,8.283692015
27.7804086,5.51235781
27.77043834,5.553551238
27.76323194,2.735229993
,0
,0
,0
,0
,0
,0
,0
27.66694614,8.580870626
27.65249308,8.560368478
27.64349961,8.545952701
27.63653569,5.362266199
27.61969302,6.030055705
27.61103197,8.240852323
27.60462238,5.487388528
27.59465591,5.519554372
27.58752374,2.736226585
27.56914414,0.920339644
,0
,0
,0
,0
,0
,0
,0
27.47724016,25.72431952
27.46825582,24.65535271
27.46071129,5.347457263
27.44393072,6.036994731
27.43521323,8.200998843
27.428852,5.446439664
27.41884061,5.491558652
27.41172678,2.732227175
,0
,0
,0
,0
,0
,0
,0
,0
27.30146166,25.81280778
27.29241651,25.05759618
27.28497503,5.352395987
27.26812042,6.037992242
27.25942562,8.145200504
27.25305051,5.402483878
27.24308329,5.452561093
27.23594623,2.714238255
,0
,0
,0
,0
,0
,0
,0
,0
,0
27.11673883,25.30387186
27.10916232,5.304992823
27.09237532,6.032039861
27.08363222,8.102357448
27.0772633,5.368534082
27.06729095,5.402560224
27.06007207,2.684240721
,0
,0
,0
,0
,0
,0
,0
,0
,0
26.94090233,24.89766274
26.93338916,5.30696465
26.91658356,6.042954945
26.90788549,8.050546466
26.90145661,5.331575588
26.89149373,5.387569773
26.88430287,2.687244861
,0
,0
,0
,0
,0
,0
,0
,0
,0
26.76513845,25.00462988
26.75759597,5.228960103
26.74079854,6.045933769
26.7320773,8.013682202
26.72569718,5.304611402
26.71572599,5.360566144
26.70853444,2.682245642
,0
,0
,0
,0
,0
,0
,0
,0
,0
26.58938878,24.95460901
26.58181941,5.221058894
26.56501321,6.036006
26.55630691,7.980802372
26.54988426,5.273644739
26.53991772,5.32757005
26.53279583,2.6822417
,0
,0
,0
,0
,0
,0
,0
,0
,0
26.41374003,64.36147774
26.40601605,5.21711439
26.38924304,6.03699968
26.38050706,7.936960679
26.3740959,5.243680488
26.36416231,5.287576002
26.35699784,2.692234998
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
26.23024261,5.142059164
26.21346856,6.039972851
26.20471868,7.880171335
26.19832972,5.222705905
26.18833449,5.253578217
26.18121591,2.683240839
26.16335349,0.988215547
,0
,0
,0
,0
,0
,0
,0
,0
,0
26.05429746,4.740145335
26.03766485,6.042953952
26.02893896,7.837328308
26.02252444,5.193745311
26.01255996,5.228582313
26.00539039,2.662250007
25.98742775,0.96825161
,0
,0
,0
,0
,0
,0
25.90971343,26.72687269
,0
,0
25.8785105,4.633490469
25.86191119,6.051890794
25.85316527,7.803453184
25.8467316,5.154786347
25.83674124,5.202581174
25.82966206,2.657253444
,0
,0
,0
,0
,0
,0
,0
25.73395668,26.4684574
,0
,0
25.7026945,4.626581975
25.68610347,6.053869114
25.67736097,7.765593756
25.67092556,5.122828919
25.66099434,5.15658145
25.65380654,2.631255009
,0
,0
,0
,0
,0
,0
,0
25.55821635,26.63332682
,0
,0
25.52692524,4.594984625
25.51033999,6.018140168
25.50156971,7.724744048
25.4951661,5.10684291
25.48518766,5.137583471
25.47809089,2.624260717
25.45990104,0.939305044
,0
,0
,0
,0
,0
,0
25.38239321,26.27376534
,0
,0
25.35115751,4.538693915
25.33455475,6.024096107
25.32579718,7.682895247
25.31936528,5.081881502
25.30941844,5.124587521
25.30226845,2.613266373
25.28399684,0.92333441
,0
,0
,0
,0
,0
,0
25.20665254,25.3687339
,0
,0
25.17536958,4.550544955
25.15876582,5.8752073
25.15001712,7.64403494
25.14359896,5.049913042
25.13360955,5.099592688
25.12643645,2.593273119
,0
,0
,0
,0
,0
,0
,0
25.03074595,25.43424896
,0
,0
24.9996081,4.5456109
24.98294816,5.847412718
24.974231,7.616145526
24.96777764,5.020952197
24.95781054,5.075591816
24.95062386,2.579276536
24.93255531,0.939305078
,0
,0
,0
,0
,0
,0
24.85504203,25.49889235
24.84056356,26.74019266
,0
24.82380898,4.532772151
24.80718575,5.853374052
24.79844043,7.58326602
24.79199867,4.985990424
24.78202551,5.037591999
24.77483537,2.573272732
,0
,0
,0
,0
,0
,0
,0
24.67918321,25.46605847
24.66476697,26.77335968
,0
24.64799146,4.541659025
24.63137405,5.862307234
24.62266463,7.545400922
24.61622438,4.964013448
24.60626272,5.001598904
24.59902617,2.558282
,0
,0
,0
,0
,0
,0
,0
24.50343146,25.15089804
24.48901126,26.5407794
,0
24.47224081,4.589061826
24.45562187,5.812676509
24.4468929,7.518499629
24.44043272,4.946041818
24.4304886,4.9885974
24.42331529,2.551282443
24.40527444,0.949287263
,0
,0
,0
,0
,0
,0
24.32769061,25.54805423
24.31314661,26.78013396
,0
24.29650616,4.598933517
24.28067138,21.15612446
24.27108827,7.466689086
24.26465471,4.920067597
24.25465161,4.964600443
24.24754132,2.553282065
,0
,0
,0
,0
,0
,0
,0
24.15193189,26.00393867
24.13747935,26.70231155
,0
24.12062417,4.476485931
24.10492452,21.26126691
24.09530639,7.421849351
24.08883662,4.897102267
24.07887796,4.933606902
24.07171435,2.547281607
24.05401235,0.997199006
,0
,0
,0
,0
,0
,0
23.97617902,27.1046598
23.96165677,26.6166897
,0
23.94484947,4.470561878
23.92915564,21.89260451
23.91951791,7.389963984
23.91308704,4.872128688
23.90307034,4.907605504
23.89590437,2.540283872
23.87831753,1.01017568
,0
,0
,0
,0
,0
,0
23.80031017,27.1894594
23.78580669,25.60162298
,0
23.76907312,4.464632785
23.75326824,20.99329696
23.743732,7.363061677
23.73730242,4.855152879
23.72728831,4.891607126
23.72010938,2.501289627
23.70248193,1.000193266
,0
,0
,0
,0
,0
,0
23.62460694,25.81691314
23.6100736,25.66008484
23.60110326,26.24073835
23.59330197,4.463644359
23.57758427,21.14217422
23.5679455,7.344142459
23.56151768,4.841170893
23.55150479,4.856611615
23.54428506,2.503293633
,0
,0
,0
,0
,0
,0
,0
23.44878844,25.99045672
23.4343109,25.81188066
23.42529689,26.00631431
23.41750021,4.485371296
23.40169835,21.04692207
23.39216753,7.308267876
23.38571064,4.825184308
23.3757377,4.833614825
23.36858681,2.489297275
,0
,0
,0
,0
,0
,0
,0
23.27294336,24.67760381
23.25850148,25.76702186
23.24952609,26.13767235
23.24177046,4.535736532
23.22599726,21.39232358
23.21639792,7.279373475
23.20994655,4.799221412
23.19992884,4.812612074
23.19276949,2.474303155
23.17500859,0.979232159
,0
,0
,0
,0
,0
,0
23.09720489,25.12288147
23.08276821,25.6512924
,0
23.06602635,4.593010553
23.04956581,7.267806955
23.04057702,7.248484398
23.03411505,4.76725857
23.02420161,4.788614584
23.01696446,2.472299342
,0
,0
,0
,0
,0
,0
,0
22.92147331,25.24821228
22.90695674,25.75054806
,0
22.89021873,4.606832062
22.87379999,7.313471393
22.86481474,7.212614361
22.8583499,4.746288187
22.84836411,4.766612746
22.8411812,2.459307944
,0
,0
,0
,0
,0
,0
,0
22.74564844,25.30022079
22.73116166,26.07951279
,0
22.71446692,4.621645081
22.69802488,7.322392933
22.6889969,7.173761479
22.6825907,4.71731829
22.6725992,4.748619347
22.66540492,2.454309551
,0
,0
,0
,0
,0
,0
,0
22.56987047,25.86123465
22.55536755,26.08627854
,0
22.53866972,4.625592721
22.52224772,7.256890591
22.51323047,7.134906173
22.50677346,4.695337651
22.49678772,4.729618086
22.48955781,2.444312741
22.47176166,0.961265467
,0
,0
,0
,0
,0
,0
22.39412363,25.81021018
22.37961357,27.17527279
,0
22.36289625,4.621646281
22.3464276,7.242991759
22.33746344,7.1089983
22.33097904,4.675365344
22.32102305,4.718622708
22.31376338,2.434308959
22.29606224,0.973242593
,0
,0
,0
,0
,0
,0
22.21835456,25.42560661
,0
,0
22.18711063,4.605845022
22.1706759,7.183435023
22.16168149,7.0900672
22.15522752,4.679363435
22.14524803,4.711622807
22.13793999,2.433313408
22.12023087,0.967253623
,0
,0
,0
,0
,0
,0
22.04249877,25.3677914
22.0280199,26.01035168
22.01920603,64.01511895
22.01129893,4.618687409
21.99487156,7.146707788
21.98587422,7.068147216
21.97943744,4.72829854
21.96947505,4.721617114
21.96218268,2.430315858
,0
,0
,0
,0
,0
,0
,0
21.86675313,25.42075923
,0
21.84343312,63.47653381
21.83549644,4.620658443
21.81909869,7.170532401
21.81010921,7.049218601
21.80365194,4.753274842
21.79367582,4.769619139
21.78642237,2.424311021
21.76874625,0.976237807
,0
,0
,0
,0
,0
,0
21.69098384,25.74371883
,0
21.66764549,63.62863499
21.65976919,4.631519022
21.64398401,21.20173736
21.63430699,7.02431053
21.62788763,4.744282546
21.61792541,4.77662073
21.61061854,2.42131749
21.59303452,0.987217667
,0
,0
,0
,0
,0
,0
21.51514946,25.98752842
,0
21.49186373,63.38236204
21.48401233,4.638432956
21.46818376,20.8443894
21.45852551,6.983461236
21.4525259,6.975589689
21.44215644,4.784618621
21.4348228,2.413319306
,0
,0
,0
,0
,0
,0
,0
21.33937919,25.93455214
,0
21.31607573,64.21041082
21.30815013,4.606834232
21.29243524,20.8275215
21.28273589,6.946593672
21.27676184,6.951616753
21.26676593,6.920444788
21.25910359,2.399321261
,0
,0
,0
,0
,0
,0
,0
,0
,0
21.14029011,63.64630239
21.13237264,4.537710135
21.11668437,30.44475441
21.10696502,6.928657991
21.10096183,6.938640112
21.09099225,6.890447162
21.0833114,2.391325015
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
20.95659573,4.56536254
20.94091367,29.92062061
20.93117277,6.913713403
20.92516154,6.915662666
20.91520928,6.863452957
20.90750385,2.381331944
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
20.78083189,4.602881558
20.76516893,28.4793807
20.75540562,6.88282433
20.74940192,6.897690261
20.73941185,6.803451831
20.73171017,2.381332988
20.71414067,0.993206644
,0
,0
,0
,0
,0
,0
,0
,0
,0
20.60505121,4.614735793
20.58816629,4.719837487
20.57957665,6.728391037
20.57361283,6.768839081
20.56319728,4.693622064
20.55592762,2.369332603
20.53839393,0.994204723
,0
,0
,0
,0
,0
,0
,0
,0
,0
20.42930855,4.662128773
20.41236749,4.723812697
20.40339496,4.70779108
20.39739363,4.695342275
20.38745228,4.722618355
20.38014954,2.385326605
20.36254882,0.984222943
,0
,0
,0
,0
,0
,0
,0
,0
,0
20.2535225,4.665090384
20.23659673,4.69899337
20.22760893,4.722745436
20.22159616,4.691350518
20.21163358,4.70561855
20.20435202,2.404326518
20.18681631,0.99420415
,0
,0
,0
,0
,0
,0
,0
,0
,0
20.07773406,4.660161992
20.06196559,23.39337768
20.05227102,6.797139007
20.04628799,6.79680653
20.03627983,6.719458655
20.02865521,2.398324199
20.0109552,0.982226946
,0
,0
,0
,0
,0
,0
,0
,0
,0
19.90196501,4.693730871
19.885464,6.79533458
19.87645118,6.783189345
19.87047398,6.774833821
19.86049199,6.720464694
19.85282543,2.410323537
19.83523262,0.991210249
,0
,0
,0
,0
,0
,0
,0
,0
,0
19.72614566,4.683858636
19.71037836,22.73931218
19.70067309,6.758281209
19.69467516,6.732884311
19.68472879,6.717461284
19.67695118,2.378330775
19.65938193,0.979232082
,0
,0
,0
,0
,0
,0
,0
,0
,0
19.55040053,4.67200307
19.53461549,22.64894405
19.52488944,6.722414781
19.5189211,6.707915278
19.50893497,6.704462806
19.50121779,2.411316022
19.48364629,0.988216047
,0
,0
,0
,0
,0
,0
,0
,0
19.38231148,27.77108345
19.37458895,4.68583232
19.35880935,22.67577022
19.34909906,6.689537486
19.34311986,6.692928791
19.33314984,6.685467701
19.32537554,2.351339694
,0
,0
,0
,0
,0
,0
,0
,0
,0
19.20658321,27.6416064
19.19885612,4.695705326
19.18305464,22.98737746
19.1733357,6.673596606
19.1673481,6.666960637
19.15734864,6.660469492
19.14969184,2.351337774
,0
,0
,0
,0
,0
,0
,0
,0
,0
19.0308164,27.45621895
19.02306524,4.710514578
19.00719736,22.91789209
18.99753915,6.660642315
18.99156833,6.65497813
18.98156332,6.622469463
18.97390787,2.349337747
,0
,0
,0
,0
,0
,0
,0
,0
,0
18.85500432,27.11875514
18.84728867,4.710523929
18.83152425,22.51591734
18.82175811,6.650678231
18.81576594,6.636006298
18.805767,6.602473105
18.79803924,2.356337254
,0
,0
,0
,0
,0
,0
,0
,0
,0
18.67920807,27.16582743
18.67151832,4.747061854
18.65574944,24.0861954
18.64596788,6.626763774
18.6399794,6.62301962
18.63001329,6.592468823
18.62230959,2.366332608
18.60473156,0.984223285
,0
,0
,0
,0
,0
,0
,0
,0
18.50338202,27.02649711
18.49573385,4.764830726
18.47988129,24.12590967
18.47019317,6.601858996
18.46420792,6.607039446
18.45422909,6.573469489
18.44656577,2.372334195
,0
,0
,0
,0
,0
,0
,0
,0
,0
18.32769704,27.23447086
18.32111548,22.20699531
18.30407497,24.20133254
18.29440184,6.580927198
18.28841002,6.589058201
18.2784179,6.560475931
18.27074979,2.384327164
,0
,0
,0
,0
,0
,0
,0
,0
18.16101761,52.56928324
18.15185691,23.57915124
18.14524862,22.46774878
18.1282681,22.25881543
18.11862372,6.566980326
18.11261828,6.564087487
18.10264613,6.547468475
18.0949843,2.385325956
18.07722301,0.958270508
,0
,0
,0
,0
,0
,0
,0
17.98519395,52.2627205
17.9760403,23.03373524
17.96953896,22.59012102
17.95251861,24.04152883
17.94283007,6.555031138
17.93686583,6.545109223
17.92688863,6.521475533
17.91921004,2.388329014
17.90117402,0.922335695
,0
,0
,0
,0
,0
,0
,0
17.80942071,52.39699014
17.80028474,22.28226782
17.79380178,22.93284301
17.77675351,22.2588546
17.76706845,6.527131719
17.76108206,6.530126485
17.75108536,6.503478886
17.74339868,2.390324415
,0
,0
,0
,0
,0
,0
,0
,0
17.6336752,52.42136343
17.62449338,22.76000723
17.61805979,23.08096286
17.60099925,21.9471985
17.5912662,6.504216373
17.58527654,6.513142484
17.57530495,6.487476553
17.56758116,2.381325382
,0
,0
,0
,0
,0
,0
,0
,0
17.4578686,52.46229057
17.44864816,22.88854371
17.44219582,23.11851982
17.42524872,21.82707564
17.41548604,6.482294029
17.40949763,6.484189594
17.39951699,6.469479225
17.39183649,2.374335769
,0
,0
,0
,0
,0
,0
,0
,0
17.28207563,52.27728551
17.2729371,22.0341235
17.26643329,23.12839707
17.24945557,21.82804684
17.23970426,6.462365761
17.23370815,6.467198566
17.22373028,6.451477331
